Number of Methods,depthOfInheritanceTree,Number of Children ,Coupling between Object Classes,Response for a Class,Lack of Cohesion in Methods,Afferent Coupling ,Number of Public Methods,Efferent Couplings,Lack of Cohesion in Methods 3,Lines of Code,Data Access Metric,Measure of Agregation,Measure of Funcional Abstraction,Cohesion Among Methods,Inheritance Coupling,Coupling Between Methods,Average Method Complexity,Average CC,Max CC,Min CC,Class Complexity CKJM,Flags,Class Complexity,Sum Complex,Average Complex,Number of Graphs,Mean Nodes,Sd Nodes,Sum Nodes,Min Nodes,Max Nodes,Mean Edges,Sd Edges,Sum Edges,Min Edges,Max Edges,Mean Radius,Sd Radius,Sum Radius,Min Radius,Max Radius,Mean Diameter,Sd Diameter,Sum Diameter,Min Diameter,Max Diameter,Mean CenterSize,Sd CenterSize,Sum CenterSize,Min CenterSize,Max CenterSize,Mean PeripherySize,Sd PeripherySize,Sum PeripherySize,Min PeripherySize,Max PeripherySize,Mean AvrShortestPath,Sd AvrShortestPath,Sum AvrShortestPath,Min AvrShortestPath,Max AvrShortestPath,Mean EigenLargestLap,Sd EigenLargestLap,Sum EigenLargestLap,Min EigenLargestLap,Max EigenLargestLap,Mean EigenSecondLargestLap,Sd EigenSecondLargestLap,Sum EigenSecondLargestLap,Min EigenSecondLargestLap,Max EigenSecondLargestLap,Mean AlgebraicConnectivity,Sd AlgebraicConnectivity,Sum AlgebraicConnectivity,Min AlgebraicConnectivity,Max AlgebraicConnectivity,Mean EigenSmallestNonZeroLap,Sd EigenSmallestNonZeroLap,Sum EigenSmallestNonZeroLap,Min EigenSmallestNonZeroLap,Max EigenSmallestNonZeroLap,Mean EigenGapLap,Sd EigenGapLap,Sum EigenGapLap,Min EigenGapLap,Max EigenGapLap,Mean EigenLargestAdj,Sd EigenLargestAdj,Sum EigenLargestAdj,Min EigenLargestAdj,Max EigenLargestAdj,Mean EigenSecondLargestAdj,Sd EigenSecondLargestAdj,Sum EigenSecondLargestAdj,Min EigenSecondLargestAdj,Max EigenSecondLargestAdj,Mean EigenSmallestAdj,Sd EigenSmallestAdj,Sum EigenSmallestAdj,Min EigenSmallestAdj,Max EigenSmallestAdj,Mean EigenSecondSmallestAdj,Sd EigenSecondSmallestAdj,Sum EigenSecondSmallestAdj,Min EigenSecondSmallestAdj,Max EigenSecondSmallestAdj,Mean EigenGapAdj,Sd EigenGapAdj,Sum EigenGapAdj,Min EigenGapAdj,Max EigenGapAdj,Mean EigenStdDevAdj,Sd EigenStdDevAdj,Sum EigenStdDevAdj,Min EigenStdDevAdj,Max EigenStdDevAdj,Mean Energy,Sd Energy,Sum Energy,Min Energy,Max Energy,Mean NodeMean,Sd NodeMean,Sum NodeMean,Min NodeMean,Max NodeMean,Mean NodeMedian,Sd NodeMedian,Sum NodeMedian,Min NodeMedian,Max NodeMedian,Mean NodeStDev,Sd NodeStDev,Sum NodeStDev,Min NodeStDev,Max NodeStDev,Mean MaxDegree,Sd MaxDegree,Sum MaxDegree,Min MaxDegree,Max MaxDegree,Mean MinDegree,Sd MinDegree,Sum MinDegree,Min MinDegree,Max MinDegree,Mean Density,Sd Density,Sum Density,Min Density,Max Density,Mean EdgeConnectivity,Sd EdgeConnectivity,Sum EdgeConnectivity,Min EdgeConnectivity,Max EdgeConnectivity,Mean AvrNodeConnectivity,Sd AvrNodeConnectivity,Sum AvrNodeConnectivity,Min AvrNodeConnectivity,Max AvrNodeConnectivity,Mean ClusteringCoef,Sd ClusteringCoef,Sum ClusteringCoef,Min ClusteringCoef,Max ClusteringCoef,Mean Transitivity,Sd Transitivity,Sum Transitivity,Min Transitivity,Max Transitivity
2,1,0,5,27,1,0,2,5,2,140,0,0,0,0.6667,0,0,60,11,21,1,50,0,0.5,21,21,2,112,145.6639969,224,9,215,121,159.8061325,242,8,234,12.5,12.02081528,25,4,21,25,24.04163056,50,8,42,1,0,2,1,1,2,0,4,2,2,6.905266971,5.051476994,13.81053394,3.333333333,10.47720061,12.46600841,12.14331894,24.93201682,3.879385242,21.05263158,12.29236022,12.38889453,24.58472044,3.532088886,21.05263156,0.061984163,0.082916184,0.123968325,0.003353567,0.120614758,0.061984163,0.082916184,0.123968325,0.003353567,0.120614758,0.17364819,0.245575591,0.34729638,2.44E-08,0.347296355,3.245278918,1.899523412,6.490557836,1.902113033,4.588444803,3.103102697,2.100204309,6.206205395,1.618033989,4.588171406,-3.245247594,1.899479113,-6.490495188,-4.588382155,-1.902113033,-3.103134043,2.100248639,-6.206268087,-4.588234098,-1.618033989,0.142176221,0.200680897,0.284352441,0.000273397,0.284079044,1.446518015,0.045685394,2.893036029,1.414213562,1.478822467,1.222661654,0.059153703,2.445323309,1.18083367,1.264489639,1.977260982,0.282111853,3.954521964,1.777777778,2.176744186,2,0,4,2,2,1.090061113,0.917969645,2.180122226,0.440958552,1.739163674,11,12.72792206,22,2,20,1,0,2,1,1,0.116196962,0.149942361,0.232393924,0.010171702,0.222222222,1,0,2,1,1,1.366333406,0.518073671,2.732666812,1,1.732666812,0,0,0,0,0,0,0,0,0,0
2,1,0,8,26,1,0,2,8,2,208,0,0,0,0.6667,0,0,97.5,13,25,1,50,0,0.5,15,15,2,158.5,211.4249276,317,9,308,164.5,221.3244225,329,8,321,18,19.79898987,36,4,32,36,39.59797975,72,8,64,1,0,2,1,1,2,0,4,2,2,10.45717176,10.07462893,20.91434353,3.333333333,17.5810102,10.9709427,10.02897674,21.9418854,3.879385242,18.06250016,9.801758545,8.866651863,19.60351709,3.532088886,16.0714282,0.06107491,0.084202061,0.12214982,0.001535061,0.120614758,0.06107491,0.084202061,0.12214982,0.001535061,0.120614758,1.169184157,1.162324875,2.338368313,0.347296355,1.991071958,3.07645092,1.660764567,6.15290184,1.902113033,4.250788807,2.812859982,1.689739124,5.625719963,1.618033989,4.007685974,-3.076450137,1.66076346,-6.152900274,-4.250787242,-1.902113033,-2.812861475,1.689741236,-5.62572295,-4.007688961,-1.618033989,0.263590938,0.028974557,0.527181877,0.243102833,0.284079044,1.430156781,0.022547117,2.860313563,1.414213562,1.446100001,1.221757969,0.057875698,2.443515937,1.18083367,1.262682267,1.931096681,0.216825672,3.862193362,1.777777778,2.084415584,2,0,4,2,2,0.799570158,0.507153397,1.599140316,0.440958552,1.158181764,9.5,10.60660172,19,2,17,1,0,2,1,1,0.114505925,0.152333849,0.22901185,0.006789627,0.222222222,1,0,2,1,1,1.185858116,0.262843068,2.371716232,1,1.371716232,0,0,0,0,0,0,0,0,0,0
12,1,0,2,44,0,0,5,2,0.5606,1450,0,0,0,0.6389,0,0,118.8333,5.166666667,21,1,8.333333333,24,0.166666667,373,186.5,12,161.3333333,145.1809738,1936,14,449,193.5,212.157103,2322,13,715,34.5,38.45067679,414,7,123,67.25,77.44690263,807,9,245,3.083333333,2.108783938,37,2,8,2.916666667,1.378954369,35,2,6,23.80484528,25.89020968,285.6581433,2.277058558,83.56397152,34.2199695,99.46071603,410.639634,3.949855824,350.0000247,4.725710523,0.727416148,56.70852628,3.801937736,6.330882915,0.01243176,0.016372654,0.149181122,0.000105937,0.050144176,0.01243176,0.016372654,0.149181122,0.000105937,0.050144176,29.49425897,99.18222148,353.9311077,0.000646479,344.4184787,3.798304807,5.024617984,45.57965768,1.956295201,19.71242737,2.15538961,0.185241196,25.86467532,1.827090915,2.557973917,-3.630506953,4.447479013,-43.56608343,-17.70676585,-1.956295201,-2.156284808,0.185367796,-25.87541769,-2.557972997,-1.827090915,1.642915197,5.011044598,19.71498236,0.00064048,17.54156999,1.479082211,0.158980541,17.74898653,1.414213562,1.982062418,1.281433992,0.032574009,15.3772079,1.223824605,1.368146041,2.179883118,0.550987141,26.15859741,1.857142857,3.917808219,2.083333333,0.288675135,25,2,3,1.798062024,5.139333646,21.57674429,0.096446448,18.11407187,32.66666667,99.63965378,392,2,349,1,0,12,1,1,0.030969647,0.037107278,0.371635759,0.004543828,0.142857143,1,0,12,1,1,1.380429647,0.333613489,16.56515576,1,2.030995032,0.052588835,0.182173068,0.631066019,0,0.631066019,0.001415766,0.004904357,0.016989192,0,0.016989192
1,1,0,0,17,0,0,1,0,2,143,0,0,0,1,0,0,142,7,7,7,0,0,1,230,230,1,251,0,251,251,251,479,0,479,479,479,11,0,11,11,11,21,0,21,21,21,3,0,3,3,3,3,0,3,3,3,3.280828685,0,3.280828685,3.280828685,3.280828685,219.0001063,0,219.0001063,219.0001063,219.0001063,6.132742124,0,6.132742124,6.132742124,6.132742124,0.020278073,0,0.020278073,0.020278073,0.020278073,0.020278073,0,0.020278073,0.020278073,0.020278073,212.8673642,0,212.8673642,212.8673642,212.8673642,15.84412037,0,15.84412037,15.84412037,15.84412037,2.408987837,0,2.408987837,2.408987837,2.408987837,-13.77140445,0,-13.77140445,-13.77140445,-13.77140445,-2.422265064,0,-2.422265064,-2.422265064,-2.422265064,13.43513253,0,13.43513253,13.43513253,13.43513253,1.957549489,0,1.957549489,1.957549489,1.957549489,1.393267743,0,1.393267743,1.393267743,1.393267743,3.816733068,0,3.816733068,3.816733068,3.816733068,3,0,3,3,3,13.58227812,0,13.58227812,13.58227812,13.58227812,218,0,218,218,218,1,0,1,1,1,0.015266932,0,0.015266932,0.015266932,0.015266932,1,0,1,1,1,2.492079681,0,2.492079681,2.492079681,2.492079681,0.557142981,0,0.557142981,0.557142981,0.557142981,0.02777664,0,0.02777664,0.02777664,0.02777664
3,1,0,5,24,3,0,2,5,1.5,420,1,0,0,0.6667,0,0,136,7.666666667,21,1,33.33333333,0,0.666666667,585,292.5,3,204,307.2246735,612,7,558,397.3333333,624.8850561,1192,6,1118,8.333333333,5.507570547,25,3,14,14.66666667,11.71893055,44,6,28,11.33333333,10.0166528,34,1,21,3.333333333,2.309401077,10,2,6,4.426420431,3.433441202,13.27926129,2.229615902,8.382978723,186.5866418,306.9816988,559.7599254,3.801937736,541.0000526,10.5015394,6.367788936,31.50461819,3.246979604,15.1667295,0.083566587,0.099999588,0.25069976,0.013358327,0.198062264,0.083566587,0.099999588,0.25069976,0.013358327,0.198062264,176.0851024,302.8915545,528.2553072,0.554958132,525.8333231,10.70953208,11.93681802,32.12859623,1.847759065,24.28314021,2.410278267,1.284695306,7.230834802,1.414213562,3.860326038,-9.452563672,11.15206649,-28.35769102,-22.25462137,-1.847759065,-2.41745483,1.284711348,-7.252364491,-3.865444032,-1.414213562,8.299253808,10.65315416,24.89776142,0.433545503,20.42281417,1.712418305,0.294749926,5.137254916,1.414213562,2.003587447,1.294968945,0.125087219,3.884906836,1.150668426,1.372581117,2.871690398,1.146598623,8.615071194,1.714285714,4.007168459,2.333333333,0.577350269,7,2,3,8.529055087,12.34089245,25.58716526,0.487950036,22.73798818,185,307.4882112,555,2,540,1,0,3,1,1,0.118604401,0.147377749,0.355813202,0.007194198,0.285714286,1,0,3,1,1,1.692277617,1.034634059,5.076832851,1,2.881643212,0.262892993,0.325272954,0.78867898,0,0.62664952,0.089322124,0.145155417,0.267966372,0,0.256809339
2,1,0,1,16,1,0,2,1,2,66,0,0,0,0.75,0,0,32,5,9,1,0,0,0,0,0,2,47.5,57.27564928,95,7,88,50.5,62.93250353,101,6,95,9,8.485281374,18,3,15,18,16.97056275,36,6,30,1,0,2,1,1,2,0,4,2,2,7.45585162,6.772930313,14.91170324,2.666666667,12.24503657,4.778278182,1.380753901,9.556556364,3.801937736,5.754618629,4.428385568,1.670760338,8.856771137,3.246979604,5.609791533,0.102813843,0.13470161,0.205627685,0.007565421,0.198062264,0.102813843,0.13470161,0.205627685,0.007565421,0.198062264,0.349892614,0.290006437,0.699785228,0.144827096,0.554958132,2.22776183,0.537405063,4.455523659,1.847759065,2.607764594,1.905438339,0.694696742,3.810876679,1.414213562,2.396663116,-2.202498502,0.501677323,-4.404997005,-2.55723794,-1.847759065,-1.92145883,0.717353137,-3.842917661,-2.428704098,-1.414213562,0.32232349,0.157291678,0.644646981,0.211101478,0.433545503,1.446009354,0.044966039,2.892018707,1.414213562,1.477805145,1.229462778,0.111432041,2.458925557,1.150668426,1.30825713,1.936688312,0.31452477,3.873376623,1.714285714,2.159090909,2,0,4,2,2,0.482340666,0.007932848,0.964681331,0.476731295,0.487950036,3,1.414213562,6,2,4,1,0,2,1,1,0.155265711,0.184482143,0.310531423,0.024817137,0.285714286,1,0,2,1,1,1.436912226,0.617887195,2.873824451,1,1.873824451,0,0,0,0,0,0,0,0,0,0
6,1,0,1,29,15,0,3,1,1.2,449,1,0,0,0.4583,0,0,73.6667,6.333333333,24,1,16.66666667,0,0.333333333,434,217,6,115.5,158.5203457,693,7,367,186.6666667,268.0191535,1120,6,576,13.66666667,14.4729633,82,3,41,27.33333333,28.9459266,164,6,82,1,0,6,1,1,2.333333333,0.816496581,14,2,4,7.391543175,6.864800943,44.34925905,2.666666667,20.93944402,69.77643521,102.0308631,418.6586113,3.801937736,215.0000658,5.06246655,2.338658294,30.3747993,3.246979604,9.232011643,0.076167884,0.095104568,0.457007305,0.000555894,0.198062264,0.076167884,0.095104568,0.457007305,0.000555894,0.198062264,64.71396866,99.85316342,388.283812,0.199934648,205.7680542,6.399366049,6.840643867,38.39619629,1.847759065,15.70509825,2.021884547,0.581095674,12.13130728,1.414213562,2.857198872,-5.705737273,5.76811286,-34.23442364,-13.63953025,-1.847759065,-2.029832014,0.595665819,-12.17899209,-2.910153304,-1.414213562,4.377481502,6.322473604,26.26488901,0.158135065,12.84789937,1.562748272,0.225428267,9.37648963,1.414213562,1.920472059,1.256858574,0.100931835,7.541151442,1.150668426,1.381856223,2.356085879,0.838318642,14.13651527,1.714285714,3.674242424,2.333333333,0.516397779,14,2,3,4.068678416,5.704375767,24.4120705,0.377964473,13.00686932,68.33333333,102.3731736,410,2,214,1,0,6,1,1,0.128444535,0.127065666,0.77066721,0.008576406,0.285714286,1,0,6,1,1,1.391932,0.54150021,8.351591997,1,2.256740408,0.141329108,0.228296595,0.847974646,0,0.526236225,0.010088725,0.015686045,0.06053235,0,0.032372309
3,4,0,10,40,3,0,2,10,1.5,331,1,0,0.9767,0.4667,0,0,109,9.666666667,26,1,33.33333333,0,0.333333333,19,19,3,169,258.3098914,507,9,467,174.3333333,268.425657,523,8,484,21.66666667,24.00694344,65,4,49,40.33333333,49.23751957,121,8,97,5.666666667,7.234178138,17,1,14,2,0,6,2,2,17.08638003,20.76024317,51.25914009,3.333333333,40.96666697,4.674812301,0.871127728,14.0244369,3.879385242,5.60575689,4.368033386,0.80178322,13.10410016,3.532088886,5.130612553,0.055281183,0.060802462,0.16584355,0.000352718,0.120614758,0.055281183,0.060802462,0.16584355,0.000352718,0.120614758,0.306778915,0.191860142,0.920336745,0.097896053,0.475144337,2.1686814,0.275767014,6.506044201,1.902113033,2.452807969,2.025092811,0.400148044,6.075278432,1.618033989,2.417952075,-2.168679672,0.275764343,-6.506039017,-2.452802784,-1.902113033,-2.025055072,0.400092468,-6.075165215,-2.417838858,-1.618033989,0.14358859,0.127610584,0.430765769,0.034855894,0.284079044,1.43102402,0.014673934,4.29307206,1.414213562,1.441267921,1.242812476,0.055196324,3.728437427,1.18083367,1.286670634,1.950194306,0.153690408,5.850582917,1.777777778,2.072805139,2,0,6,2,2,0.381672172,0.052993156,1.145016515,0.338909591,0.440958552,3,1,9,2,4,1,0,3,1,1,0.09777899,0.112171194,0.293336969,0.00444808,0.222222222,1,0,3,1,1,1.244450143,0.310303627,3.733350429,1,1.593548387,0,0,0,0,0,0,0,0,0,0
22,0,0,7,65,81,0,19,7,0.3929,1337,1,0,0,0.2818,0,0,59.5909,5.090909091,30,1,13.63636364,17.58241758,0.045454545,45,45,22,90.77272727,130.1566572,1997,5,599,92.72727273,138.7114792,2040,4,642,21.5,19.93023547,473,2,74,41.81818182,39.68523339,920,4,148,2.181818182,2.593698658,48,1,11,2.181818182,0.394771017,48,2,3,16.07541903,14.82027696,353.6592188,2,56.7204259,5.531388264,5.718860223,121.6905418,3.618033989,31.01079342,4.198676161,1.330768308,92.37087555,2.618033989,9.014994081,0.092904879,0.146204941,2.043907347,0.000132163,0.381966011,0.092904879,0.146204941,2.043907347,0.000132163,0.381966011,1.332712102,4.633165127,29.31966625,0.007857994,21.99579934,2.270047121,0.987229528,49.94103666,1.732050808,6.566722761,1.874709129,0.501860908,41.24360085,1,2.821543893,-2.170363972,0.596884247,-47.74800739,-4.66108747,-1.732050808,-1.865248737,0.492752954,-41.03547221,-2.79979623,-1,0.395337991,0.793475055,8.697435808,0.002359755,3.745178869,1.422319915,0.012545686,31.29103812,1.414213562,1.465318119,1.222354863,0.069977943,26.89180699,1.092820323,1.291966994,1.89352531,0.171478009,41.65755682,1.6,2.143572621,2,0,44,2,2,0.426538158,0.202755935,9.383839467,0.277350098,1.233352526,3.818181818,5.876801557,84,2,30,1,0,22,1,1,0.129618869,0.150199577,2.851615122,0.00358457,0.4,1,0,22,1,1,1.094271263,0.204783013,24.07396779,1,1.736502628,0.001386329,0.006502461,0.030499245,0,0.030499245,0.003325942,0.015600052,0.073170732,0,0.073170732
1,1,0,9,34,0,0,1,9,2,244,0.2857,0,0,1,0,0,236,18,18,18,100,18.18181818,1,82,82,1,391,0,391,391,391,471,0,471,471,471,61,0,61,61,61,121,0,121,121,121,2,0,2,2,2,3,0,3,3,3,39.66759788,0,39.66759788,39.66759788,39.66759788,44.00166352,0,44.00166352,44.00166352,44.00166352,18.01539704,0,18.01539704,18.01539704,18.01539704,0.000279439,0,0.000279439,0.000279439,0.000279439,0.000279439,0,0.000279439,0.000279439,0.000279439,25.98626648,0,25.98626648,25.98626648,25.98626648,7.624494854,0,7.624494854,7.624494854,7.624494854,5.171366056,0,5.171366056,5.171366056,5.171366056,-5.675601119,0,-5.675601119,-5.675601119,-5.675601119,-3.443680255,0,-3.443680255,-3.443680255,-3.443680255,2.453128798,0,2.453128798,2.453128798,2.453128798,1.55415077,0,1.55415077,1.55415077,1.55415077,1.334614892,0,1.334614892,1.334614892,1.334614892,2.409207161,0,2.409207161,2.409207161,2.409207161,2,0,2,2,2,2.253502604,0,2.253502604,2.253502604,2.253502604,43,0,43,43,43,1,0,1,1,1,0.006177454,0,0.006177454,0.006177454,0.006177454,1,0,1,1,1,1.14234376,0,1.14234376,1.14234376,1.14234376,0.10167981,0,0.10167981,0.10167981,0.10167981,0.110640871,0,0.110640871,0.110640871,0.110640871
6,1,0,3,27,0,0,6,3,0.4,379,1,0,0,0.4583,0,0,61.6667,5.333333333,11,1,33.33333333,15.38461538,0,0,0,6,89.33333333,93.11641459,536,16,209,90.66666667,95.98472101,544,15,214,21.66666667,16.59718852,130,8,43,43,33.47835121,258,15,86,1.333333333,0.516397779,8,1,2,2,0,12,2,2,15.13983458,11.00955614,90.83900748,5.666666667,29.25621089,4.696799835,0.571377619,28.18079901,3.961570561,5.178595081,4.349088419,0.36388734,26.09453051,3.847759065,4.658903842,0.013773051,0.01380699,0.082638307,0.000897155,0.038429439,0.013773051,0.01380699,0.082638307,0.000897155,0.038429439,0.347711416,0.209423345,2.086268495,0.05103807,0.51969124,2.260369116,0.222681353,13.56221469,1.965946199,2.433057658,2.066395252,0.134289094,12.39837151,1.864944459,2.186307615,-2.207992627,0.204981909,-13.24795576,-2.433057658,-1.965946199,-2.063338518,0.132964932,-12.38003111,-2.185659345,-1.864944459,0.193973864,0.094677972,1.163843182,0.04706308,0.261139137,1.427126741,0.010033603,8.562760445,1.414213562,1.434465861,1.259095261,0.019917902,7.554571563,1.229743931,1.280142031,1.981226741,0.070758014,11.88736045,1.875,2.04784689,2,0,12,2,2,0.364148242,0.0758203,2.184889452,0.282329851,0.458831468,2.666666667,0.516397779,16,2,3,1,0,6,1,1,0.055547888,0.044249448,0.333287327,0.009845418,0.125,1,0,6,1,1,1.045045598,0.059637114,6.270273586,1,1.121641516,0,0,0,0,0,0,0,0,0,0
2,0,0,6,24,1,0,2,6,2,186,0,0,0,0.625,0,0,92,5,9,1,0,0,0,0,0,2,135,175.3624817,270,11,259,137.5,180.3122292,275,10,265,23,25.45584412,46,5,41,44.5,48.7903679,89,10,79,2,1.414213562,4,1,3,3.5,2.121320344,7,2,5,18.39466044,20.35712402,36.78932088,4,32.78932088,4.762313816,1.192645709,9.524627631,3.918985947,5.605641684,4.26376473,0.822022473,8.527529461,3.682507066,4.845022395,0.041104003,0.056441334,0.082208006,0.001193953,0.081014053,0.041104003,0.056441334,0.082208006,0.001193953,0.081014053,0.498549085,0.370623236,0.997098171,0.236478882,0.760619289,2.19130762,0.366926147,4.382615239,1.931851653,2.450763586,2.001598265,0.38119767,4.00319653,1.732050808,2.271145723,-2.191307616,0.366926142,-4.382615232,-2.450763579,-1.931851653,-2.001598262,0.381197666,-4.003196525,-2.271145717,-1.732050808,0.189709354,0.014271523,0.379418709,0.179617864,0.199800845,1.423741899,0.013475102,2.847483797,1.414213562,1.433270235,1.240684565,0.058628407,2.48136913,1.199228021,1.282141109,1.932256932,0.161326573,3.864513865,1.818181818,2.046332046,2,0,4,2,2,0.339522846,0.09191974,0.679045692,0.274525775,0.404519917,3,1.414213562,6,2,4,1,0,2,1,1,0.094874851,0.122956438,0.189749701,0.00793152,0.181818182,1,0,2,1,1,1.344362635,0.487002309,2.68872527,1,1.68872527,0,0,0,0,0,0,0,0,0,0
2,0,0,4,19,1,0,2,4,2,125,0,0,0,0.625,0,0,61.5,5,9,1,0,0,0,0,0,2,94,117.3797257,188,11,177,97,123.0365799,194,10,184,21,22.627417,42,5,37,41.5,44.54772721,83,10,73,1.5,0.707106781,3,1,2,2.5,0.707106781,5,2,3,13.57277221,13.53794429,27.14554443,4,23.14554443,5.161693582,1.757453992,10.32338716,3.918985947,6.404401217,4.70017441,1.43919896,9.40034882,3.682507066,5.717841754,0.041149059,0.056377615,0.082298118,0.001284066,0.081014053,0.041149059,0.056377615,0.082298118,0.001284066,0.081014053,0.461519172,0.318255031,0.923038345,0.236478882,0.686559463,2.268220921,0.475697981,4.536441841,1.931851653,2.604590189,2.137517946,0.573417127,4.275035893,1.732050808,2.542985085,-2.268220919,0.475697979,-4.536441838,-2.604590185,-1.931851653,-2.137517951,0.573417134,-4.275035903,-2.542985095,-1.732050808,0.130702974,0.097719146,0.261405949,0.061605104,0.199800845,1.430105587,0.022474716,2.860211173,1.414213562,1.445997611,1.2446079,0.064176842,2.489215801,1.199228021,1.28998778,1.948638932,0.184494219,3.897277863,1.818181818,2.079096045,2,0,4,2,2,0.390299544,0.020110646,0.780599087,0.37607917,0.404519917,3.5,2.121320344,7,2,5,1,0,2,1,1,0.096815614,0.120211785,0.193631228,0.011813046,0.181818182,1,0,2,1,1,1.277991782,0.393139749,2.555983564,1,1.555983564,0,0,0,0,0,0,0,0,0,0
4,1,0,1,15,0,0,4,1,0.5714,584,1,0,0,0.6667,0,0,143.25,5.75,11,1,25,0,0.5,332,166,4,200.75,143.467476,803,11,353,283.5,227.4357052,1134,10,520,40,27.91654229,160,5,72,80,55.83308458,320,10,144,1.5,1,6,1,3,2.25,0.5,9,2,3,22.40420361,16.76416881,89.61681446,4,40.65714332,81.68730201,89.27392834,326.7492081,3.918985947,159.000121,4.857572259,0.905097352,19.43028904,3.682507066,5.569824233,0.020889809,0.040085367,0.083559236,0.000212176,0.081014053,0.020889809,0.040085367,0.083559236,0.000212176,0.081014053,76.82972975,88.45071612,307.318919,0.221846696,153.4302967,7.861793422,6.666571134,31.44717369,1.931851653,13.63413779,2.105429472,0.252339469,8.421717887,1.732050808,2.287590951,-6.842754302,5.490650028,-27.37101721,-11.59649797,-1.931851653,-2.095275828,0.242972031,-8.38110331,-2.243322705,-1.732050808,5.756363951,6.510398629,23.0254558,0.037371691,11.44173642,1.595727669,0.202940538,6.382910677,1.414213562,1.816921798,1.298514894,0.075492253,5.194059577,1.199228021,1.366151704,2.523671374,0.705245824,10.0946855,1.818181818,3.288,2.25,0.5,9,2,3,4.69731156,5.086306537,18.78924624,0.249055403,9.840344788,80.25,89.77889507,321,2,158,1,0,4,1,1,0.053564066,0.085525532,0.214256265,0.008369817,0.181818182,1,0,4,1,1,1.369612932,0.299832532,5.478451728,1,1.734200803,0.175114242,0.208020575,0.700456967,0,0.410051923,0.018492723,0.021354062,0.07397089,0,0.037165282
7,1,0,3,18,0,0,3,3,0.7315,9736,0.7222,0,0,0.4167,0,0,1387.2857,9.285714286,22,1,42.85714286,0,0.5,56,18.66666667,6,260,206.2765134,1560,8,576,268.5,215.1425109,1611,7,596,46,22.61857644,276,4,67,78.33333333,35.27416429,470,7,101,22,26.16868357,132,1,56,2.333333333,0.516397779,14,2,3,29.46142721,13.25943391,176.7685632,3,37.13740418,7.290543399,4.193343459,43.74326039,3.847759065,13.11806049,4.521579945,0.682562093,27.12947967,3.414213562,5.130460807,0.026158139,0.061768271,0.156948833,0.000611305,0.152240935,0.026158139,0.061768271,0.156948833,0.000611305,0.152240935,2.768963454,3.778740202,16.61378072,0.003909728,8.122718301,2.655030396,0.759709915,15.93018237,1.879385242,3.658568,2.138842653,0.33301941,12.83305592,1.532088886,2.416626987,-2.646135928,0.763468095,-15.87681557,-3.657217054,-1.879385242,-2.123261832,0.32216177,-12.73957099,-2.416628055,-1.532088886,0.516187743,0.573103691,3.097126458,0.003821422,1.313948574,1.431712684,0.01563408,8.590276103,1.414213562,1.453304646,1.266668066,0.038928678,7.600008396,1.189692621,1.292025856,2.000150689,0.130080794,12.00090413,1.75,2.105882353,2,0,12,2,2,0.363459519,0.173439199,2.180757116,0.150735522,0.614927953,5.666666667,4.589843861,34,2,12,1,0,6,1,1,0.049854208,0.098296747,0.299125245,0.003599034,0.25,1,0,6,1,1,1.528689756,0.418617898,9.172138536,1,1.917190826,0,0,0,0,0,0,0,0,0,0
4,1,0,3,19,0,0,4,3,0.6667,709,1,0,0,0.45,0,0,174.75,5,9,1,0,12.5,0,0,0,4,208,224.9222088,832,16,497,211,229.1506055,844,15,504,72,94.06026437,288,8,211,143,188.1205287,572,15,421,2,0,8,2,2,2,0,8,2,2,52.39362835,68.00760486,209.5745134,5.666666667,152.5713637,5.205717543,1.612675652,20.82287017,3.961570561,7.375212195,4.440153459,0.679786159,17.76061384,3.847759065,5.33336344,0.01109666,0.018356819,0.044386641,0.000042,0.038429439,0.01109666,0.018356819,0.044386641,0.000042,0.038429439,0.765564084,1.341191448,3.062256335,0.015261345,2.775363747,2.318778725,0.437744327,9.275114901,1.965946199,2.898686437,2.089435672,0.203162061,8.357742687,1.864944459,2.310877556,-2.280428766,0.37205032,-9.121715063,-2.746300207,-1.965946199,-2.089405367,0.203154964,-8.357621469,-2.310961778,-1.864944459,0.229343054,0.31473091,0.917372214,0.014591963,0.697301902,1.422177624,0.009923925,5.688710494,1.414213562,1.43471048,1.262238683,0.02455155,5.048954733,1.229743931,1.283605781,1.97715589,0.079559058,7.90862356,1.875,2.050909091,2,0,8,2,2,0.2688289,0.055880149,1.075315601,0.210707055,0.341565026,3.5,1.914854216,14,2,6,1,0,4,1,1,0.045507166,0.056214629,0.182028666,0.00408905,0.125,1,0,4,1,1,1.228369409,0.426023848,4.913477635,1,1.8665428,0,0,0,0,0,0,0,0,0,0
