Number of Methods,depthOfInheritanceTree,Number of Children ,Coupling between Object Classes,Response for a Class,Lack of Cohesion in Methods,Afferent Coupling ,Number of Public Methods,Efferent Couplings,Lack of Cohesion in Methods 3,Lines of Code,Data Access Metric,Measure of Agregation,Measure of Funcional Abstraction,Cohesion Among Methods,Inheritance Coupling,Coupling Between Methods,Average Method Complexity,Average CC,Max CC,Min CC,Class Complexity CKJM,Flags,Class Complexity,Sum Complex,Average Complex,Number of Graphs,Mean Nodes,Sd Nodes,Sum Nodes,Min Nodes,Max Nodes,Mean Edges,Sd Edges,Sum Edges,Min Edges,Max Edges,Mean Radius,Sd Radius,Sum Radius,Min Radius,Max Radius,Mean Diameter,Sd Diameter,Sum Diameter,Min Diameter,Max Diameter,Mean CenterSize,Sd CenterSize,Sum CenterSize,Min CenterSize,Max CenterSize,Mean PeripherySize,Sd PeripherySize,Sum PeripherySize,Min PeripherySize,Max PeripherySize,Mean AvrShortestPath,Sd AvrShortestPath,Sum AvrShortestPath,Min AvrShortestPath,Max AvrShortestPath,Mean EigenLargestLap,Sd EigenLargestLap,Sum EigenLargestLap,Min EigenLargestLap,Max EigenLargestLap,Mean EigenSecondLargestLap,Sd EigenSecondLargestLap,Sum EigenSecondLargestLap,Min EigenSecondLargestLap,Max EigenSecondLargestLap,Mean AlgebraicConnectivity,Sd AlgebraicConnectivity,Sum AlgebraicConnectivity,Min AlgebraicConnectivity,Max AlgebraicConnectivity,Mean EigenSmallestNonZeroLap,Sd EigenSmallestNonZeroLap,Sum EigenSmallestNonZeroLap,Min EigenSmallestNonZeroLap,Max EigenSmallestNonZeroLap,Mean EigenGapLap,Sd EigenGapLap,Sum EigenGapLap,Min EigenGapLap,Max EigenGapLap,Mean EigenLargestAdj,Sd EigenLargestAdj,Sum EigenLargestAdj,Min EigenLargestAdj,Max EigenLargestAdj,Mean EigenSecondLargestAdj,Sd EigenSecondLargestAdj,Sum EigenSecondLargestAdj,Min EigenSecondLargestAdj,Max EigenSecondLargestAdj,Mean EigenSmallestAdj,Sd EigenSmallestAdj,Sum EigenSmallestAdj,Min EigenSmallestAdj,Max EigenSmallestAdj,Mean EigenSecondSmallestAdj,Sd EigenSecondSmallestAdj,Sum EigenSecondSmallestAdj,Min EigenSecondSmallestAdj,Max EigenSecondSmallestAdj,Mean EigenGapAdj,Sd EigenGapAdj,Sum EigenGapAdj,Min EigenGapAdj,Max EigenGapAdj,Mean EigenStdDevAdj,Sd EigenStdDevAdj,Sum EigenStdDevAdj,Min EigenStdDevAdj,Max EigenStdDevAdj,Mean Energy,Sd Energy,Sum Energy,Min Energy,Max Energy,Mean NodeMean,Sd NodeMean,Sum NodeMean,Min NodeMean,Max NodeMean,Mean NodeMedian,Sd NodeMedian,Sum NodeMedian,Min NodeMedian,Max NodeMedian,Mean NodeStDev,Sd NodeStDev,Sum NodeStDev,Min NodeStDev,Max NodeStDev,Mean MaxDegree,Sd MaxDegree,Sum MaxDegree,Min MaxDegree,Max MaxDegree,Mean MinDegree,Sd MinDegree,Sum MinDegree,Min MinDegree,Max MinDegree,Mean Density,Sd Density,Sum Density,Min Density,Max Density,Mean EdgeConnectivity,Sd EdgeConnectivity,Sum EdgeConnectivity,Min EdgeConnectivity,Max EdgeConnectivity,Mean AvrNodeConnectivity,Sd AvrNodeConnectivity,Sum AvrNodeConnectivity,Min AvrNodeConnectivity,Max AvrNodeConnectivity,Mean ClusteringCoef,Sd ClusteringCoef,Sum ClusteringCoef,Min ClusteringCoef,Max ClusteringCoef,Mean Transitivity,Sd Transitivity,Sum Transitivity,Min Transitivity,Max Transitivity
2,6,0,6,27,0,0,2,6,0.3333,170,1,0,0.9987,0.6,1,1,82.5,5,9,1,0,0,0,0,0,2,124.5,51.61879503,249,88,161,127.5,57.27564928,255,87,168,34,14.14213562,68,24,44,67,28.28427125,134,47,87,2.5,0.707106781,5,2,3,2.5,0.707106781,5,2,3,23.06136128,9.341312456,46.12272257,16.4560559,29.66666667,7.088356816,4.369398296,14.17671363,3.998725651,10.17798798,4.413130654,0.591461482,8.826261307,3.994904229,4.831357078,0.002676827,0.001983403,0.005353653,0.001274349,0.004079305,0.002676827,0.001983403,0.005353653,0.001274349,0.004079305,2.675226162,3.777936814,5.350452325,0.003821422,5.346630903,2.623707287,0.883817239,5.247414574,1.998754125,3.24866045,2.122615731,0.18045037,4.245231461,1.99501805,2.250213411,-2.623707281,0.883817229,-5.247414561,-3.248660436,-1.998754125,-2.122615731,0.18045037,-4.245231461,-2.250213411,-1.99501805,0.501091557,0.703366868,1.002183113,0.003736074,0.998447039,1.431675618,0.024695077,2.863351237,1.414213562,1.449137675,1.275457488,0.01472158,2.550914977,1.265047759,1.285867217,2.032114625,0.077558155,4.064229249,1.977272727,2.086956522,2,0,4,2,2,0.378007441,0.322611366,0.756014882,0.149886756,0.606128125,5.5,4.949747468,11,2,9,1,0,2,1,1,0.017885375,0.006847477,0.035770751,0.013043478,0.022727273,1,0,2,1,1,1.383423913,0.542243298,2.766847826,1,1.766847826,0,0,0,0,0,0,0,0,0,0
15,1,0,85,257,27,0,14,85,0.5714,4826,0.5,0,0,0.3286,0,0,320.6,25.8,147,1,46.66666667,0,0.538461538,432,61.71428571,13,309.9230769,412.2332393,4029,4,1344,341.6153846,458.9519834,4441,3,1434,34.23076923,38.78391816,445,2,131,58.53846154,58.83680167,761,3,173,2.538461538,1.506396618,33,1,5,3.076923077,1.60527975,40,2,7,23.43840551,23.64408632,304.6992716,1.666666667,75.0982719,9.875461252,12.67655003,128.3809963,3.414213562,50.98206384,8.528154777,12.45402078,110.8660121,2,49.0212766,0.177723042,0.245028258,2.31039955,8.81152E-05,0.585786438,0.177723042,0.245028258,2.31039955,8.81152E-05,0.585786438,1.347306475,0.773759219,17.51498417,0.178802576,2.583815598,3.361175005,2.477966316,43.69527507,1.618033989,10.89657154,2.321531919,1.65536825,30.17991495,0.618033989,6.78819351,-2.822272166,1.929867491,-36.68953815,-8.918517924,-1.618033989,-2.093178569,1.22509057,-27.2113214,-4.91910322,-0.618033989,1.039643086,0.974731127,13.51536011,0.268860897,4.108378032,1.449478921,0.042754583,18.84322597,1.414213562,1.562694189,1.229759774,0.087940453,15.98687706,1.118033989,1.327921228,1.92122041,0.317690625,24.97586534,1.5,2.439344262,1.884615385,0.219264505,24.5,1.5,2,0.689099078,0.576534469,8.958288013,0.449946516,2.602259498,8.461538462,12.56725497,110,2,49,1,0,13,1,1,0.181456074,0.213691795,2.358928958,0.001588927,0.5,1,0,13,1,1,1.380878809,0.398333443,17.95142452,1,1.927157572,0.010511777,0.019554399,0.136653099,0,0.071505247,0.022875479,0.030339474,0.297381233,0,0.095086152
7,0,0,40,105,1,0,6,40,2,1305,0,0,0,0.6571,0,0,185.4286,14.71428571,68,1,28.57142857,0,0.428571429,362,120.6666667,7,254.2857143,406.7176393,1780,7,1137,305.2857143,496.7899336,2137,6,1375,26.28571429,26.93643311,184,3,83,48.71428571,45.69359651,341,6,142,2,1.414213562,14,1,5,2.142857143,0.377964473,15,2,3,17.66617361,16.61002584,123.6632153,2.666666667,52.32012369,17.78554501,22.76623674,124.498815,3.801937736,57.98403749,16.79222401,22.11279431,117.5455681,3.246979604,56.01851852,0.05233941,0.084949737,0.36637587,0.000197392,0.198062264,0.05233941,0.084949737,0.36637587,0.000197392,0.198062264,0.993320997,0.69418571,6.953246976,0.433545503,1.965518973,4.721458556,4.201386828,33.05020989,1.847759065,11.58177637,2.969201855,1.96756019,20.78441298,1.414213562,6.78819351,-4.051250085,3.314170059,-28.35875059,-9.600802799,-1.847759065,-2.616905073,1.302349932,-18.31833551,-4.91910322,-1.414213562,1.752256701,2.35452441,12.26579691,0.153866631,5.54998121,1.478403273,0.079859613,10.34882291,1.414213562,1.621745296,1.266440449,0.071053715,8.865083145,1.150668426,1.341555793,2.101030209,0.331192876,14.70721146,1.714285714,2.622478386,2,0,14,2,2,1.105724442,1.209722381,7.740071096,0.3086067,3.116961183,16,22.6421436,112,2,56,1,0,7,1,1,0.090112506,0.12272635,0.630787543,0.002129089,0.285714286,1,0,7,1,1,1.354716393,0.388075695,9.483014754,1,1.932234568,0.024457661,0.038074391,0.171203629,0,0.094082528,0.034290699,0.046467095,0.24003489,0,0.109136007
7,1,0,19,74,9,0,2,19,0.6111,1241,0.6667,0,0,0.3333,0,0,175.8571,8.714285714,32,1,28.57142857,0,0.333333333,4116,2058,6,325.6666667,446.5237582,1954,24,1067,1012.666667,1553.513266,6076,29,3627,16.16666667,4.792355023,97,9,21,31.33333333,9.81155781,188,17,42,2,1.095445115,12,1,4,2,0,12,2,2,8.45200407,5.357588671,50.71202442,2.686401224,15.39398907,272.5370672,429.0723238,1635.222403,3.993168986,986.9990095,271.2664594,428.5275144,1627.598757,3.972722607,985.0010173,0.012141942,0.00999584,0.072851655,0.003245074,0.029174257,0.012141942,0.00999584,0.072851655,0.003245074,0.029174257,1.27060777,1.356469236,7.623646618,0.010349581,3.287939945,15.73262436,20.50998145,94.39574613,1.993514616,46.65896014,6.276600616,6.566319258,37.6596037,1.935124429,16.5564016,-14.35963182,19.13656407,-86.15779094,-43.41010869,-1.993514616,-5.688063409,5.714814695,-34.12838046,-14.92539374,-1.909245889,9.45602374,13.96380274,56.73614244,0.019414091,30.10255854,1.842724925,0.57084455,11.05634955,1.414213562,2.608616118,1.338141078,0.082729409,8.028846465,1.254467642,1.443393686,3.634816937,2.326939587,21.80890162,1.947368421,6.798500469,2.666666667,1.032795559,16,2,4,13.16459552,19.63802973,78.9875731,0.226294286,42.96739107,271.1666667,428.6077072,1627,2,985,1,0,6,1,1,0.039919437,0.036250555,0.239516625,0.00637758,0.105072464,1,0,6,1,1,1.747250175,0.884322341,10.48350105,1,2.91631602,0.234414545,0.302780509,1.406487271,0,0.631849912,0.051693509,0.113531474,0.310161054,0,0.283018868
2,1,0,4,12,1,0,1,4,2,274,0,0,0,0.5,0,0,136,9.5,18,1,50,0,0.5,18,18,2,217.5,297.6919549,435,7,428,225,309.7127702,450,6,444,27.5,34.64823228,55,3,52,54.5,68.58935778,109,6,103,2.5,2.121320344,5,1,4,2.5,0.707106781,5,2,3,17.29002422,20.68055058,34.58004844,2.666666667,31.91338178,7.956517454,5.875462984,15.91303491,3.801937736,12.11109717,5.222874624,2.794337536,10.44574925,3.246979604,7.198769644,0.099411859,0.139512741,0.198823718,0.000761454,0.198062264,0.099411859,0.139512741,0.198823718,0.000761454,0.198062264,2.73364283,3.081125448,5.46728566,0.554958132,4.912327528,2.670941134,1.164155246,5.341882267,1.847759065,3.494123202,2.045853581,0.893273881,4.091707162,1.414213562,2.6774936,-2.670941133,1.164155245,-5.341882266,-3.494123201,-1.847759065,-2.04584736,0.893265084,-4.091694721,-2.677481159,-1.414213562,0.625087553,0.270881365,1.250175105,0.433545503,0.816629603,1.42815208,0.019712041,2.85630416,1.414213562,1.442090598,1.217837533,0.094991462,2.435675066,1.150668426,1.28500664,1.894526035,0.254898306,3.789052069,1.714285714,2.074766355,2,0,4,2,2,0.50638088,0.026065149,1.012761761,0.487950036,0.524811724,6.5,6.363961031,13,2,11,1,0,2,1,1,0.145286612,0.198594721,0.290573223,0.004858938,0.285714286,1,0,2,1,1,1.207675808,0.293697945,2.415351616,1,1.415351616,0,0,0,0,0,0,0,0,0,0
19,1,0,4,71,77,0,3,4,0.6587,2302,1,0,0,0.3789,0,0,119.7895,8.315789474,31,1,21.05263158,0,0.210526316,772,193,19,154.6842105,191.8130029,2939,36,726,196.7368421,329.9169663,3738,36,1433,24.15789474,14.04462395,459,5,66,41.73684211,26.3477642,793,10,131,12.89473684,20.5044568,245,1,64,3.157894737,2.455451031,60,2,13,15.28449992,8.824892567,290.4054985,2.960072195,40.62406914,41.37318953,154.4154946,786.090601,4.581041657,679.0000065,5.986673981,4.256447146,113.7468056,4.270853814,23.08148092,0.010046046,0.011802834,0.190874874,0.000541262,0.051242752,0.010046046,0.011802834,0.190874874,0.000541262,0.051242752,35.38651555,150.2742369,672.3437954,0.00000113,655.9185256,3.81264682,5.650659449,72.44028957,2.171793445,27.1127104,2.353823448,0.604658516,44.72264552,1.987508359,4.641690507,-3.679672651,5.17859713,-69.91378037,-25.02926375,-2.171653777,-2.353142005,0.625510343,-44.7096981,-4.732261054,-1.994749318,1.458823371,5.096863595,27.71764406,0.000548217,22.47101989,1.479148138,0.125980772,28.10381463,1.426784597,1.988241295,1.289800679,0.021001109,24.5062129,1.266168327,1.352533343,2.175255673,0.435683245,41.32985778,2,3.947658402,2.052631579,0.229415734,39,2,3,1.707922111,5.658516173,32.45052011,0.263121313,25.06339579,39.78947368,154.5590786,756,3,678,1,0,19,1,1,0.027659373,0.015451987,0.525528096,0.003923927,0.057142857,1,0,19,1,1,1.598408588,0.374766796,30.36976318,1.028195489,2.688648238,0.033801472,0.139907626,0.642227972,0,0.610781431,0.003156803,0.01173672,0.059979248,0,0.050847458
2,0,0,8,52,0,0,1,8,1.7143,353,1,0,0,0.6667,0,0,172,10.5,20,1,50,0,0.5,250,250,2,247.5,327.3904397,495,16,479,371,503.4600282,742,15,727,22.5,20.50609665,45,8,37,43.5,40.30508653,87,15,72,3.5,2.121320344,7,2,5,3.5,2.121320344,7,2,5,12.26938822,9.337658376,24.53877645,5.666666667,18.87210978,116.980814,159.8333469,233.961628,3.961570561,230.0000575,6.048549618,3.112387848,12.09709924,3.847759065,8.249340172,0.019618022,0.026603362,0.039236044,0.000806605,0.038429439,0.019618022,0.026603362,0.039236044,0.000806605,0.038429439,110.9322644,156.720959,221.8645288,0.113811496,221.7507173,9.090597196,10.07577807,18.18119439,1.965946199,16.21524819,2.393085058,0.746903598,4.786170115,1.864944459,2.921225656,-8.051283333,8.605966307,-16.10256667,-14.13662047,-1.965946199,-2.39308463,0.746902994,-4.786169261,-2.921224802,-1.864944459,6.697512139,9.32887447,13.39502428,0.101001741,13.29402254,1.579150502,0.233256057,3.158301004,1.414213562,1.744087442,1.287620639,0.081850026,2.575241278,1.229743931,1.345497348,2.455245303,0.820590777,4.910490605,1.875,3.035490605,2.5,0.707106781,5,2,3,5.354458848,7.08930243,10.7089177,0.341565026,10.36735267,115.5,160.5132393,231,2,229,1,0,2,1,1,0.065675199,0.083897938,0.131350399,0.006350399,0.125,1,0,2,1,1,1.400695312,0.566668744,2.801390624,1,1.801390624,0.15476148,0.218865784,0.30952296,0,0.30952296,0.013140459,0.018583416,0.026280919,0,0.026280919
7,1,0,3,28,0,0,4,3,0.8077,704,1,0,0,0.3095,0,0,97.7143,8,47,1,14.28571429,0,0.285714286,58,29,7,138.8571429,207.855261,972,5,563,146.1428571,224.4366492,1023,4,608,19.57142857,21.16488556,137,2,65,38.57142857,42.18553126,270,4,129,1.571428571,0.534522484,11,1,2,3,2.236067977,21,2,8,15.1370287,16.10782115,105.9592009,2,49.33125266,8.036450657,8.914431694,56.2551546,3.618033989,28.04153598,4.175889676,1.023550597,29.23122774,2.618033989,5.708034358,0.081455162,0.143177102,0.570186132,0.000248926,0.381966011,0.081455162,0.143177102,0.570186132,0.000248926,0.381966011,3.86056098,8.463507299,27.02392686,0.021563156,23.01285231,2.596069016,1.25268843,18.17248311,1.732050808,5.302814148,1.930363024,0.518856262,13.51254117,1,2.511270187,-2.589846185,1.2509448,-18.12892329,-5.302814148,-1.732050808,-1.928077903,0.516689536,-13.49654532,-2.511270187,-1,0.665705992,1.023019579,4.659941943,0.020446379,2.920976239,1.429228156,0.021682955,10.0045971,1.414213562,1.470952436,1.234511701,0.072175443,8.641581904,1.092820323,1.301419074,1.92611624,0.192956223,13.48281368,1.6,2.159857904,2,0,14,2,2,0.491754941,0.28738317,3.44228459,0.229243435,1.099670598,6.428571429,9.18072515,45,2,27,1,0,7,1,1,0.116979869,0.150452841,0.818859083,0.003843164,0.4,1,0,7,1,1,1.213655975,0.363958982,8.495591828,1,1.976005512,0,0,0,0,0,0,0,0,0,0
2,0,0,6,64,1,0,2,6,2,481,0,0,0,1,0,0,239.5,7.5,14,1,50,0,0.5,161,161,2,347,480.8326112,694,7,687,426,593.9696962,852,6,846,62.5,84.14570696,125,3,122,124.5,167.5843071,249,6,243,1.5,0.707106781,3,1,2,2,0,4,2,2,40.8437687,53.99057547,81.6875374,2.666666667,79.02087073,29.4016754,36.2034962,58.8033508,3.801937736,55.00141306,29.12419633,36.59591085,58.24839266,3.246979604,55.00141306,0.099067285,0.140000042,0.198134571,0.0000723,0.198062264,0.099067285,0.140000042,0.198134571,0.0000723,0.198062264,0.277479066,0.392414658,0.554958132,2.98E-13,0.554958132,5.140547058,4.656705438,10.28109412,1.847759065,8.433335051,4.923774307,4.963268403,9.847548613,1.414213562,8.433335051,-4.141866387,3.244357688,-8.283732773,-6.435973708,-1.847759065,-3.925093635,3.550920652,-7.85018727,-6.435973708,-1.414213562,0.216772751,0.306562965,0.433545503,4.26E-14,0.433545503,1.492357108,0.110511662,2.984714216,1.414213562,1.570500654,1.241673557,0.128700691,2.483347115,1.150668426,1.332678688,2.088583905,0.529337578,4.17716781,1.714285714,2.462882096,2,0,4,2,2,1.732365893,1.759869781,3.464731786,0.487950036,2.976781749,28,36.76955262,56,2,54,1,0,2,1,1,0.144652246,0.199491849,0.289304493,0.003590207,0.285714286,1,0,2,1,1,1.039840265,0.056342644,2.079680531,1,1.079680531,0.063600737,0.089945025,0.127201475,0,0.127201475,0.048047697,0.067949705,0.096095394,0,0.096095394
28,1,0,12,105,164,0,19,12,0.8386,3969,0.2143,0,0,0.1964,0,0,140.25,8.357142857,164,1,7.142857143,0,0.037037037,29,29,27,76.37037037,131.4045861,2062,7,664,77.96296296,136.9552093,2105,6,691,14.85185185,10.85818976,401,3,48,28.92592593,21.26015762,781,6,95,2.148148148,3.427307799,58,1,19,2.296296296,0.541707756,62,2,4,10.45170919,7.010705172,282.1961481,2.666666667,29.27906916,5.674915395,3.634193743,153.2227157,3.801937736,21.11391545,4.955242572,2.435540532,133.7915495,3.246979604,12.90443563,0.04135387,0.055415682,1.116554485,0.000871456,0.198062264,0.04135387,0.055415682,1.116554485,0.000871456,0.198062264,0.719672822,1.702679794,19.4311662,1.2E-09,8.209479816,2.31228903,0.617535006,62.43180382,1.847759065,4.695731286,2.085868916,0.498969947,56.31846072,1.414213562,3.333333334,-2.311095678,0.617472908,-62.39958331,-4.695731286,-1.847759065,-2.086830867,0.498776029,-56.34443341,-3.333333334,-1.414213562,0.226420115,0.296005362,6.113343097,0.0000413,1.362397952,1.427177888,0.016234472,38.53380298,1.414213562,1.465192476,1.242163336,0.03960988,33.53841008,1.150668426,1.295024017,1.944363196,0.117098425,52.4978063,1.714285714,2.127272727,2,0,54,2,2,0.433423069,0.191018826,11.70242285,0.213082632,1.084579916,3.962962963,3.877761859,107,2,20,1,0,27,1,1,0.092727325,0.083962022,2.503637766,0.003139254,0.285714286,1,0,27,1,1,1.179776124,0.252480208,31.85395534,1,1.794867252,0,0,0,0,0,0,0,0,0,0
6,1,0,7,18,0,0,3,7,0.66,385,0.9,1,0,0.2917,0,0,61.5,5.666666667,17,1,16.66666667,0,0.166666667,17,17,6,90.16666667,90.34249646,541,3,244,93.83333333,96.56793809,563,2,259,23.16666667,18.60555473,139,1,54,45.83333333,37.04816685,275,2,107,1.5,0.547722558,9,1,2,2.166666667,0.40824829,13,2,3,16.34354618,12.23628988,98.06127705,1.333333333,35.50384538,4.589308618,1.008887837,27.53585171,3,5.605361604,4.087181173,1.619356859,24.52308704,1,5.591141839,0.176327674,0.403976878,1.057966041,0.000437842,1,0.176327674,0.403976878,1.057966041,0.000437842,1,0.502127445,0.7838144,3.01276467,0.006021695,2,2.120949957,0.400533779,12.72569974,1.414213562,2.490952011,1.808352659,0.909903733,10.85011595,9.78E-17,2.453891153,-2.110510306,0.390408346,-12.66306183,-2.446006123,-1.414213562,-1.797012084,0.901191192,-10.7820725,-2.398041695,9.78E-17,0.312597298,0.542704626,1.875583788,0.016613182,1.414213562,1.434980771,0.019818802,8.609884626,1.414213562,1.460029877,1.218691596,0.137881264,7.312149576,0.942809042,1.301369067,1.910550102,0.298097953,11.46330061,1.333333333,2.12295082,1.833333333,0.40824829,11,1,2,0.376365518,0.107311124,2.258193106,0.260377822,0.577350269,3,0.894427191,18,2,4,1,0,6,1,1,0.148947032,0.258417465,0.893682192,0.008736423,0.666666667,1,0,6,1,1,1.058246131,0.063446826,6.349476784,1,1.169491525,0,0,0,0,0,0,0,0,0,0
16,1,0,5,33,92,0,0,5,0.9875,1630,0.2188,0,0,0.3083,0,0,98.875,6.0625,19,1,18.75,0,0.266666667,111,27.75,15,162.4,260.6970875,2436,7,1036,170.2666667,278.0548421,2554,6,1105,19.6,10.84830467,294,3,47,37.73333333,21.68760893,566,6,94,3.333333333,4.980915961,50,1,16,3.133333333,2.065591118,47,2,10,14.27313795,8.637636465,214.0970692,2.666666667,39.02686357,9.847062442,15.92129647,147.7059366,3.801937736,67.01634619,8.121078439,11.7200218,121.8161766,3.246979604,50.02083333,0.021858372,0.04970219,0.327875584,0.000337237,0.198062264,0.021858372,0.04970219,0.327875584,0.000337237,0.198062264,1.725984003,4.310019498,25.88976004,0.00000294,16.99551286,2.796180729,1.532773614,41.94271094,1.847759065,8.19012891,2.566686267,1.303812171,38.500294,1.414213562,7.072537825,-2.779349775,1.5374279,-41.69024663,-8.190113929,-1.847759065,-2.551419574,1.30704512,-38.27129361,-7.072537828,-1.414213562,0.229494463,0.299267845,3.442416939,0.002890307,1.117591085,1.444737392,0.017859562,21.67106087,1.414213562,1.483239697,1.268149372,0.035173961,19.02224058,1.150668426,1.298789788,2.038648764,0.103116911,30.57973147,1.714285714,2.133204633,2,0,30,2,2,0.578095221,0.556113758,8.671428321,0.301471044,2.484272804,8.333333333,16.08311744,125,2,66,1,0,15,1,1,0.048915066,0.069077817,0.73372599,0.002061067,0.285714286,1,0,15,1,1,1.303087725,0.254980385,19.54631587,1,1.952561879,0,0,0,0,0,0,0,0,0,0
44,1,0,13,91,204,0,24,13,0.9196,5434,0.7193,1,0,0.1545,0,0,121.2045,8.75,46,1,29.54545455,0.481927711,0.295454545,306,23.53846154,44,174.25,256.9810531,7667,3,1352,181.75,269.1443051,7997,2,1413,25.97727273,17.38682826,1143,1,85,49.25,34.81454187,2167,2,169,3.681818182,6.006867106,162,1,36,2.613636364,1.016512714,115,2,7,18.71527,12.96495303,823.4718799,1.333333333,59.1760835,5.622716181,1.949589904,247.399512,3,13.10904302,5.102571968,1.957101094,224.5131666,1,13.09091014,0.054104556,0.209067887,2.380600459,0.000123391,1,0.054104556,0.209067887,2.380600459,0.000123391,1,0.520144213,0.676677868,22.88634538,0.00000228,2,2.387043176,0.423185328,105.0298997,1.414213562,3.645051929,2.19465903,0.591893911,96.5649973,9.78E-17,3.619386674,-2.36580278,0.418144632,-104.0953223,-3.645051929,-1.414213562,-2.170667177,0.583453055,-95.50935579,-3.618882884,9.78E-17,0.192384146,0.311064192,8.464902441,0.000464833,1.414213562,1.442366105,0.01958509,63.46410862,1.414213562,1.485562705,1.264710605,0.073925969,55.6472666,0.942809042,1.313421926,2.019194544,0.168656487,88.84455993,1.333333333,2.188034188,1.954545455,0.210707055,86,1,2,0.390221471,0.118118359,17.16974472,0.213200716,0.736753436,4.045454545,2.101544786,178,2,12,1,0,44,1,1,0.061600295,0.13660411,2.710412991,0.001547177,0.666666667,1,0,44,1,1,1.328171097,0.295419445,58.43952827,1,1.984613885,0,0,0,0,0,0,0,0,0,0
7,1,0,0,35,3,0,0,0,0.8939,923,0,1,0,0.5,0,0,129.2857,7.857142857,30,1,28.57142857,8,0.333333333,42,21,6,201.3333333,306.5254747,1208,25,806,207.1666667,318.1209938,1243,24,834,26.33333333,17.42029468,158,12,49,45.16666667,24.81464621,271,23,84,7.833333333,14.79752232,47,1,38,4.166666667,3.060501048,25,2,10,17.86441738,10.72595082,107.1865043,8.627956989,33.76000801,6.494893454,3.910258869,38.96936073,3.984229403,14.09090417,5.744577633,3.13138482,34.4674658,3.937166322,12.10000368,0.007073599,0.006561165,0.042441591,0.000776717,0.015770597,0.007073599,0.006561165,0.042441591,0.000776717,0.015770597,0.750315822,1.106303303,4.50189493,0.004361061,2.34990126,2.495963323,0.684663573,14.97577994,1.985417748,3.764778538,2.336066869,0.574294652,14.01640121,1.941883635,3.479067904,-2.49425788,0.683861018,-14.96554728,-3.764778534,-1.985417748,-2.328408269,0.57435247,-13.97044961,-3.47906767,-1.941883635,0.159896454,0.182211061,0.959378725,0.011631624,0.472205738,1.426220272,0.014430013,8.557321632,1.414213562,1.446933662,1.262401282,0.020818868,7.574407694,1.241009753,1.289803064,1.995968373,0.06873582,11.97581024,1.92,2.084745763,2,0,12,2,2,0.399524287,0.105472053,2.397145721,0.276887462,0.548412935,5,4.147288271,30,2,13,1,0,6,1,1,0.038309412,0.030302039,0.229856474,0.002570781,0.08,1,0,6,1,1,1.332474612,0.455765726,7.99484767,1,1.917381897,0,0,0,0,0,0,0,0,0,0
3,1,0,1,10,3,0,2,1,1.4115,279,0,0,0,0.5,0,0,48.6667,7.333333333,17,1,33.33333333,0,0,0,0,2,19,14.14213562,38,9,29,18.5,14.8492424,37,8,29,6,2.828427125,12,4,8,11.5,4.949747468,23,8,15,1.5,0.707106781,3,1,2,2,0,4,2,2,4.569376026,1.74802834,9.138752053,3.333333333,5.805418719,4.438895598,0.791267134,8.877791195,3.879385242,4.998405954,4.015488078,0.683629693,8.030976156,3.532088886,4.49888727,0.08462067,0.050903328,0.169241341,0.048626582,0.120614758,0.08462067,0.050903328,0.169241341,0.048626582,0.120614758,0.423407519,0.10763744,0.846815039,0.347296355,0.499518684,2.102977011,0.284064562,4.205954022,1.902113033,2.303840989,1.861510924,0.344328384,3.723021848,1.618033989,2.104987859,-2.102308749,0.283119497,-4.204617498,-2.302504465,-1.902113033,-1.866442272,0.351302363,-3.732884543,-2.114850555,-1.618033989,0.241466087,0.060263821,0.482932174,0.19885313,0.284079044,1.426729698,0.017700489,2.853459397,1.414213562,1.439245834,1.217683857,0.052114035,2.435367714,1.18083367,1.254534045,1.888888889,0.15713484,3.777777778,1.777777778,2,2,0,4,2,2,0.487740518,0.066159691,0.975481036,0.440958552,0.534522484,2.5,0.707106781,5,2,3,1,0,2,1,1,0.146825397,0.106627213,0.293650794,0.071428571,0.222222222,1,0,2,1,1,1.129310345,0.182872443,2.25862069,1,1.25862069,0,0,0,0,0,0,0,0,0,0
