depthOfInheritanceTree,Coupling between Object Classes,Response for a Class,Lack of Cohesion in Methods,Afferent Coupling ,Efferent Couplings,Lack of Cohesion in Methods 3,Data Access Metric,Cohesion Among Methods,Inheritance Coupling,Coupling Between Methods,Average Method Complexity,Average CC,Max CC,Min CC
0,8,18,106,0,8,0.9417,0.875,0.1667,0,0,5.5,1,1,1
0,11,24,211,0,11,0.9567,0.9091,0.125,0,0,5.5,1,1,1
0,7,16,79,0,7,0.9341,0.8571,0.1875,0,0,5.5,1,1,1
0,13,28,301,0,13,0.9631,0.9231,0.1071,0,0,5.5,1,1,1
0,11,24,211,0,11,0.9567,0.9091,0.125,0,0,5.5,1,1,1
0,12,26,254,0,12,0.9601,0.9167,0.1154,0,0,5.5,1,1,1
0,7,16,79,0,7,0.9341,0.8571,0.1875,0,0,5.5,1,1,1
0,2,6,4,0,2,0.8333,0.5,0.5,0,0,5.5,1,1,1
0,13,28,301,0,13,0.9631,0.9231,0.1071,0,0,5.5,1,1,1
0,21,44,821,0,21,0.9768,0.9524,0.0682,0,0,5.5,1,1,1
0,12,26,254,0,12,0.9601,0.9167,0.1154,0,0,5.5,1,1,1
0,13,28,301,0,13,0.9631,0.9231,0.1071,0,0,5.5,1,1,1
0,8,18,106,0,8,0.9417,0.875,0.1667,0,0,5.5,1,1,1
0,9,20,137,0,9,0.9477,0.8889,0.15,0,0,5.5,1,1,1
0,5,12,37,0,5,0.9111,0.8,0.25,0,0,5.5,1,1,1
0,9,20,137,0,9,0.9477,0.8889,0.15,0,0,5.5,1,1,1
0,13,28,301,0,13,0.9631,0.9231,0.1071,0,0,5.5,1,1,1
0,7,16,79,0,7,0.9341,0.8571,0.1875,0,0,5.5,1,1,1
0,12,26,254,0,12,0.9601,0.9167,0.1154,0,0,5.5,1,1,1
0,6,14,56,0,6,0.9242,0.8333,0.2143,0,0,5.5,1,1,1
0,7,16,79,0,7,0.9341,0.8571,0.1875,0,0,5.5,1,1,1
0,11,24,211,0,11,0.9567,0.9091,0.125,0,0,5.5,1,1,1
0,11,24,211,0,11,0.9567,0.9091,0.125,0,0,5.5,1,1,1
0,7,16,79,0,7,0.9341,0.8571,0.1875,0,0,5.5,1,1,1
0,16,34,466,0,16,0.9698,0.9375,0.0882,0,0,5.5,1,1,1
0,4,10,22,0,4,0.8929,0.75,0.3,0,0,5.5,1,1,1
0,5,12,37,0,5,0.9111,0.8,0.25,0,0,5.5,1,1,1
0,5,12,37,0,5,0.9111,0.8,0.25,0,0,5.5,1,1,1
0,4,10,22,0,4,0.8929,0.75,0.3,0,0,5.5,1,1,1
0,9,20,137,0,9,0.9477,0.8889,0.15,0,0,5.5,1,1,1
0,6,14,56,0,6,0.9242,0.8333,0.2143,0,0,5.5,1,1,1
0,8,18,106,0,8,0.9417,0.875,0.1667,0,0,5.5,1,1,1
0,7,16,79,0,7,0.9341,0.8571,0.1875,0,0,5.5,1,1,1
0,12,26,254,0,12,0.9601,0.9167,0.1154,0,0,5.5,1,1,1
0,4,10,22,0,4,0.8929,0.75,0.3,0,0,5.5,1,1,1
0,9,20,137,0,9,0.9477,0.8889,0.15,0,0,5.5,1,1,1
0,5,12,37,0,5,0.9111,0.8,0.25,0,0,5.5,1,1,1
0,4,10,22,0,4,0.8929,0.75,0.3,0,0,5.5,1,1,1
0,7,16,79,0,7,0.9341,0.8571,0.1875,0,0,5.5,1,1,1
0,5,12,37,0,5,0.9111,0.8,0.25,0,0,5.5,1,1,1
0,10,22,172,0,10,0.9526,0.9,0.1364,0,0,5.5,1,1,1
0,5,12,37,0,5,0.9111,0.8,0.25,0,0,5.5,1,1,1
0,4,10,22,0,4,0.8929,0.75,0.3,0,0,5.5,1,1,1
0,8,18,106,0,8,0.9417,0.875,0.1667,0,0,5.5,1,1,1
0,13,28,301,0,13,0.9631,0.9231,0.1071,0,0,5.5,1,1,1
0,7,16,79,0,7,0.9341,0.8571,0.1875,0,0,5.5,1,1,1
0,4,10,22,0,4,0.8929,0.75,0.3,0,0,5.5,1,1,1
0,9,20,137,0,9,0.9477,0.8889,0.15,0,0,5.5,1,1,1
0,6,14,56,0,6,0.9242,0.8333,0.2143,0,0,5.5,1,1,1
0,8,18,106,0,8,0.9417,0.875,0.1667,0,0,5.5,1,1,1
0,7,16,79,0,7,0.9341,0.8571,0.1875,0,0,5.5,1,1,1
0,12,26,254,0,12,0.9601,0.9167,0.1154,0,0,5.5,1,1,1
0,4,10,22,0,4,0.8929,0.75,0.3,0,0,5.5,1,1,1
0,9,20,137,0,9,0.9477,0.8889,0.15,0,0,5.5,1,1,1
0,3,8,11,0,3,0.8667,0.6667,0.375,0,0,5.5,1,1,1
0,10,22,172,0,10,0.9526,0.9,0.1364,0,0,5.5,1,1,1
0,12,26,254,0,12,0.9601,0.9167,0.1154,0,0,5.5,1,1,1
0,5,12,37,0,5,0.9111,0.8,0.25,0,0,5.5,1,1,1
0,10,22,172,0,10,0.9526,0.9,0.1364,0,0,5.5,1,1,1
0,5,12,37,0,5,0.9111,0.8,0.25,0,0,5.5,1,1,1
0,4,10,22,0,4,0.8929,0.75,0.3,0,0,5.5,1,1,1
0,6,14,56,0,6,0.9242,0.8333,0.2143,0,0,5.5,1,1,1
0,4,10,22,0,4,0.8929,0.75,0.3,0,0,5.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,3,8,11,0,3,0.8667,0.6667,0.375,0,0,5.5,1,1,1
0,3,8,11,0,3,0.8667,0.6667,0.375,0,0,5.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,4,10,22,0,4,0.8929,0.75,0.3,0,0,5.5,1,1,1
0,7,16,79,0,7,0.9341,0.8571,0.1875,0,0,5.5,1,1,1
0,12,26,254,0,12,0.9601,0.9167,0.1154,0,0,5.5,1,1,1
0,8,18,106,0,8,0.9417,0.875,0.1667,0,0,5.5,1,1,1
0,12,26,254,0,12,0.9601,0.9167,0.1154,0,0,5.5,1,1,1
0,10,22,172,0,10,0.9526,0.9,0.1364,0,0,5.5,1,1,1
0,13,28,301,0,13,0.9631,0.9231,0.1071,0,0,5.5,1,1,1
0,6,14,56,0,6,0.9242,0.8333,0.2143,0,0,5.5,1,1,1
0,11,24,211,0,11,0.9567,0.9091,0.125,0,0,5.5,1,1,1
0,3,8,11,0,3,0.8667,0.6667,0.375,0,0,5.5,1,1,1
0,15,32,407,0,15,0.9678,0.9333,0.0938,0,0,5.5,1,1,1
0,21,44,821,0,21,0.9768,0.9524,0.0682,0,0,5.5,1,1,1
0,24,50,1082,0,24,0.9796,0.9583,0.06,0,0,5.5,1,1,1
0,9,20,137,0,9,0.9477,0.8889,0.15,0,0,5.5,1,1,1
0,14,30,352,0,14,0.9656,0.9286,0.1,0,0,5.5,1,1,1
0,7,16,79,0,7,0.9341,0.8571,0.1875,0,0,5.5,1,1,1
0,8,18,106,0,8,0.9417,0.875,0.1667,0,0,5.5,1,1,1
0,2,6,4,0,2,0.8333,0.5,0.5,0,0,5.5,1,1,1
0,4,10,22,0,4,0.8929,0.75,0.3,0,0,5.5,1,1,1
0,6,14,56,0,6,0.9242,0.8333,0.2143,0,0,5.5,1,1,1
0,9,20,137,0,9,0.9477,0.8889,0.15,0,0,5.5,1,1,1
0,13,28,301,0,13,0.9631,0.9231,0.1071,0,0,5.5,1,1,1
0,7,16,79,0,7,0.9341,0.8571,0.1875,0,0,5.5,1,1,1
0,11,24,211,0,11,0.9567,0.9091,0.125,0,0,5.5,1,1,1
0,7,16,79,0,7,0.9341,0.8571,0.1875,0,0,5.5,1,1,1
0,10,22,172,0,10,0.9526,0.9,0.1364,0,0,5.5,1,1,1
0,14,30,352,0,14,0.9656,0.9286,0.1,0,0,5.5,1,1,1
0,3,8,11,0,3,0.8667,0.6667,0.375,0,0,5.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
