depthOfInheritanceTree,Coupling between Object Classes,Response for a Class,Lack of Cohesion in Methods,Afferent Coupling ,Efferent Couplings,Lack of Cohesion in Methods 3,Data Access Metric,Cohesion Among Methods,Inheritance Coupling,Coupling Between Methods,Average Method Complexity,Average CC,Max CC,Min CC
6,33,118,261,0,33,0.8731,1,0.1314,1,1,18.8519,1.962962963,17,1
5,17,67,271,0,17,0.8287,1,0.1775,3,11,38.1111,2.185185185,5,1
0,7,10,3,0,7,1,1,1,0,0,10,1,1,1
0,9,27,0,0,9,0.8333,1,0.4167,0,0,46.5,1.5,3,1
0,4,18,0,0,4,0.4643,1,0.4583,0,0,14,1.375,4,1
2,0,8,3,0,0,2,0,1,0,0,16.3333,1,1,1
1,8,28,37,0,8,0.8889,1,0.3333,0,0,13.3,1.1,2,1
1,3,7,0,0,3,0,1,0.6667,0,0,6,1,1,1
0,2,13,6,0,2,2,0,0.5,0,0,33,4.25,6,1
5,15,54,24,0,15,0.6212,1,0.2386,3,7,22.0833,1.5,4,1
5,18,88,0,0,18,0.7303,1,0.2039,2,9,22.7,2.15,6,1
1,3,4,1,0,3,2,0,0.75,0,0,4,1,1,1
0,13,30,7,0,13,0.8,1,0.6667,0,0,17,1.285714286,2,1
5,4,29,15,0,4,0.75,1,0.3333,3,7,20.8571,1.571428571,4,1
0,16,48,38,0,16,0.7727,1,0.2833,0,0,14.3333,1.25,2,1
0,17,44,4,0,17,0.75,0.6667,0.2769,0,0,10.6923,1.307692308,3,1
5,33,123,525,0,33,0.8938,1,0.145,2,4,13.2326,1.674418605,12,1
1,0,5,0,0,0,0.3333,1,0.625,0,0,7.5,1,1,1
0,2,21,8,0,2,0.6875,1,0.3333,0,0,14.1111,1.666666667,6,1
1,6,18,0,0,6,0,0,0.6667,0,0,28.6667,2,4,1
1,14,29,9,0,14,0.8095,1,0.2857,0,0,16.1429,1.285714286,2,1
2,4,16,4,0,4,0.5,1,0.6667,1,3,11.6,1,1,1
0,3,7,1,0,3,2,0,0.6667,0,0,9,1.5,2,1
1,3,5,0,0,3,0,1,0.75,0,0,8.5,1.5,2,1
0,8,13,1,0,8,0.5,1,0.75,0,0,10.6667,1,1,1
0,6,7,0,0,6,0,1,0.625,0,0,12,1.5,2,1
1,4,4,0,0,4,0,1,0.6667,0,0,8,1,1,1
0,6,12,0,0,6,0,1,0.6667,0,0,18,1,1,1
0,10,17,2,0,10,0.7778,1,0.5,0,0,19.75,2.5,7,1
0,5,10,1,0,5,2,0,0.6667,0,0,14.5,1,1,1
1,3,6,0,0,3,0,1,0.75,0,0,9.5,1,1,1
0,5,10,1,0,5,2,0,0.6667,0,0,14.5,1,1,1
1,3,6,0,0,3,0,1,0.75,0,0,9.5,1,1,1
0,4,5,0,0,4,0,1,0.625,0,0,6,1,1,1
0,5,8,0,0,5,1,1,0.625,0,0,12,1.5,2,1
1,16,23,18,0,16,0.6667,1,0.2653,0,0,13.875,1.5,4,1
1,6,14,0,0,6,0,1,0.75,0,0,35,2.5,3,2
0,5,9,0,0,5,1,1,0.625,0,0,15.5,2,2,2
1,4,6,0,0,4,0,1,0.6667,0,0,15,2,3,1
0,11,17,0,0,11,0.5,1,0.625,0,0,18,1.333333333,2,1
1,4,6,0,0,4,0,1,0.6667,0,0,15,1,1,1
0,4,5,0,0,4,0,1,0.625,0,0,6,1,1,1
0,3,7,1,0,3,2,1,0.6667,0,0,6.5,1,1,1
1,3,6,0,0,3,0,1,0.75,0,0,9,1.5,2,1
0,16,23,1,0,16,0.5,1,0.6667,0,0,33,1,1,1
1,3,6,0,0,3,0,1,0.75,0,0,9,1.5,2,1
0,4,5,0,0,4,0,1,0.625,0,0,6,1,1,1
0,3,4,0,0,3,1,1,0.625,0,0,5.5,1,1,1
0,11,18,0,0,11,0.5,1,0.625,0,0,19,1.666666667,2,1
1,8,18,0,0,8,0.5,1,0.625,0,0,36,2.666666667,4,1
0,3,8,1,0,3,2,0,0.6667,0,0,11.5,1.5,2,1
1,3,7,0,0,3,0,1,0.6667,0,0,16,1.5,2,1
0,14,30,1,0,14,0.5,1,0.6667,0,0,56.6667,3,7,1
1,21,53,0,0,21,0.725,1,0.3667,0,0,74.8333,2.333333333,4,1
0,3,6,1,0,3,2,0,0.6667,0,0,4.5,1,1,1
0,4,5,0,0,4,0,1,0.625,0,0,6,1,1,1
0,3,6,1,0,3,2,0,0.6667,0,0,5.5,1,1,1
1,3,5,0,0,3,0,1,0.75,0,0,9,1.5,2,1
0,13,20,1,0,13,0.5,1,0.6667,0,0,19,1.333333333,2,1
1,5,9,0,0,5,0,1,0.6667,0,0,23,2,3,1
0,6,12,0,0,6,0,1,0.6667,0,0,18,1,1,1
0,10,14,0,0,10,0.6667,1,0.5,0,0,12.5,1.75,4,1
0,3,4,0,0,3,0,1,0.625,0,0,5.5,1,1,1
0,11,17,0,0,11,0.5,1,0.625,0,0,18,1.333333333,2,1
1,4,6,0,0,4,0,1,0.6667,0,0,15,2,3,1
0,4,5,0,0,4,0,1,0.625,0,0,6,1,1,1
0,3,6,1,0,3,2,0,0.6667,0,0,5.5,1,1,1
1,2,5,0,0,2,0,1,0.75,0,0,8.5,1.5,2,1
1,14,26,24,0,14,0.5714,1,0.2656,0,0,17.875,1.375,3,1
0,4,5,0,0,4,0,1,0.625,0,0,6,1,1,1
0,5,9,1,0,5,2,0,0.6667,0,0,11.5,1,1,1
1,5,10,0,0,5,0.5833,1,0.5,0,0,11.5,1.5,3,1
0,11,17,0,0,11,0.5,1,0.625,0,0,18,1.666666667,2,1
1,7,15,0,0,7,0.625,1,0.6667,0,0,26.3333,2.666666667,6,1
0,5,11,1,0,5,0.5,1,0.6667,0,0,10.3333,1.333333333,2,1
1,3,11,4,0,3,0,1,0.5625,0,0,12.25,1.75,3,1
0,3,4,0,0,3,0,1,0.625,0,0,5.5,1,1,1
0,7,15,1,0,7,0.5,1,0.5,0,0,22.6667,2,4,1
0,7,14,1,0,7,0.5,1,0.5,0,0,17.3333,1.333333333,2,1
0,10,20,4,0,10,0.75,1,0.4,0,0,25.8,2.8,10,1
0,7,14,1,0,7,0.5,1,0.5,0,0,17.3333,1.333333333,2,1
0,7,11,0,0,7,0.6667,1,0.5,0,0,13,2,4,1
0,3,7,1,0,3,2,1,0.6667,0,0,9,1.5,2,1
1,12,11,0,0,12,0,1,0.75,0,0,19.5,1.5,2,1
0,6,10,0,0,6,0,1,0.625,0,0,16.5,2,2,2
0,6,10,0,0,6,0,1,0.625,0,0,20,2.5,3,2
1,10,22,0,0,10,0.5,1,0.6667,0,0,25.3333,1.666666667,3,1
0,6,10,1,0,6,0.5,1,0.6667,0,0,8,1,1,1
1,5,10,0,0,5,0.5,1,0.75,0,0,23,1.5,2,1
0,4,8,1,0,4,2,0,0.6667,0,0,8,1,1,1
1,3,5,0,0,3,0,1,0.75,0,0,8.5,1.5,2,1
1,17,49,199,0,17,0.881,1,0.2571,0,0,10.7727,1,1,1
0,15,25,41,0,15,0.8,1,0.36,0,0,6.4545,1.272727273,3,1
0,1,4,1,0,1,2,0,0.6667,0,0,4,1,1,1
1,1,28,22,0,1,0.7083,1,0.2471,0,0,5.5882,1,1,1
2,0,5,1,0,0,2,0,1,0,0,47,1,1,1
1,1,13,31,0,1,0.8889,1,0.55,0,0,5.1,1,1,1
1,0,6,3,0,0,2,0,0.5556,0,0,8.6667,1.666666667,3,1
1,40,159,176,0,40,0.7727,1,0.125,0,0,38.8182,2.696969697,9,1
1,13,38,0,0,13,0.6122,1,0.3571,0,0,22.875,1.25,2,1
0,2,6,1,0,2,2,0,0.6667,0,0,8.5,1.5,2,1
1,4,4,1,0,4,2,0,0.6667,0,0,4.5,1,1,1
1,8,13,0,0,8,0.3333,0.5,0.5333,0,0,16.25,1.5,2,1
1,0,7,0,0,0,0.7333,1,0.5,0,0,4.8333,1,1,1
6,15,48,2,0,15,0.6429,1,0.2857,0,0,25.5,1,1,1
0,7,24,5,0,7,0.84,1,0.2667,0,0,31.3333,1.166666667,2,1
1,6,22,1,0,6,0.8333,1,0.5,0,0,47,1,1,1
0,3,10,6,0,3,2,0,0.5,0,0,10.25,1,1,1
1,3,12,20,0,3,0.8125,1,0.3889,0,0,5.2222,1.111111111,2,1
5,7,66,126,0,7,0.75,1,0.2929,0,0,35.0476,1.285714286,4,1
1,6,19,26,0,6,0.8333,1,0.5,0,0,5.5556,1,1,1
1,6,18,18,0,6,0.7813,1,0.5625,0,0,7,1.222222222,2,1
0,26,112,47,0,26,0.7143,0.8,0.2143,0,0,43.9333,2.266666667,7,1
0,20,84,46,0,20,0.8283,0.7778,0.2955,0,0,37,1.833333333,7,1
2,1,7,4,0,1,0.9583,0.125,0.4444,1,1,22,1,1,1
1,6,17,20,0,6,0.75,1,0.5625,0,0,6.2222,1.222222222,2,1
1,10,41,52,0,10,0.85,1,0.2833,0,0,10.7692,1.230769231,2,1
1,15,144,4670,0,15,0.9603,1,0.1142,0,0,12.14,1.48,5,1
2,1,6,1,0,1,2,0,1,0,0,214,1,1,1
1,1,5,0,0,1,0.5,1,0.5,0,0,8.5,1.5,2,1
1,1,4,0,0,1,0.5,1,0.5556,0,0,7,1,1,1
5,20,118,313,0,20,0.8471,1,0.1944,0,0,38.129,1.258064516,7,1
1,7,17,30,0,7,0.8333,1,0.5625,0,0,6.2222,1.222222222,2,1
1,2,34,118,0,2,0.87,1,0.369,0,0,8.8095,1.142857143,3,1
5,24,135,659,0,24,0.8873,1,0.1534,0,0,34,1.23255814,4,1
1,8,18,30,0,8,0.8333,1,0.5625,0,0,6.1111,1.222222222,2,1
1,6,14,16,0,6,0.7143,1,0.7143,0,0,3.875,1,1,1
1,20,67,23,0,20,0.75,1,0.3333,0,0,38.8,1.8,5,1
5,4,28,2,0,4,0.7083,0.1667,0.4,0,0,67.2,1.2,2,1
1,2,12,12,0,2,0.9107,0.5714,0.3611,0,0,17.8889,1,1,1
1,3,15,3,0,3,2,0,0.3333,0,0,14.6667,1.333333333,2,1
1,0,7,3,0,0,0.6,1,0.5556,0,0,4.3333,1,1,1
1,2,17,0,0,2,0.4,1,0.3056,0,0,10.3333,1.166666667,2,1
0,1,12,1,0,1,1.1667,0.3333,0.6667,0,0,11,1,1,1
1,10,58,213,0,10,0.9481,0.8571,0.1818,0,0,18.3043,2.217391304,7,1
2,6,19,0,0,6,0.5,1,0.5556,1,1,40.25,2.5,6,1
1,22,98,46,0,22,0.7538,0.8182,0.1694,0,0,50.48,3.24,14,1
1,3,6,1,0,3,0.5,1,0.6667,0,0,6.6667,1.333333333,2,1
0,9,67,0,0,9,0.7879,1,0.1515,0,0,6.5882,1.117647059,3,1
1,4,5,1,0,4,2,0,0.6667,0,0,7.5,1.5,2,1
1,4,20,39,0,4,0.7778,1,0.24,0,0,8.1,1.2,3,1
1,1,20,4,0,1,1.0625,1,0.5333,0,0,35.6,5.2,11,1
1,7,22,3,0,7,0.5556,1,0.3571,0,0,15,1.571428571,4,1
1,1,30,61,0,1,0.9231,1,0.3036,1,1,12.8571,1.857142857,7,1
1,15,78,67,0,15,0.6667,1,0.2437,0,0,34.3889,2.555555556,12,1
1,0,6,2,0,0,0.75,1,0.6,0,0,5.4,1,1,1
7,11,52,96,0,11,0.8409,1,0.3036,0,0,20.7059,1.705882353,3,1
1,11,31,8,0,11,0.75,1,0.6667,0,0,37.6,4,7,1
1,0,11,3,0,0,2,0,0.4167,0,0,36.6667,5.333333333,9,1
1,30,141,253,0,30,0.8416,1,0.1176,0,0,32.4286,2.714285714,34,1
1,0,16,25,0,0,0.8254,1,0.4333,0,0,8.8,1.4,3,1
1,28,142,0,0,28,0.7644,1,0.1053,0,0,15.5172,1.551724138,7,1
1,59,218,1895,0,59,0.9245,1,0.0657,0,0,21.9577,1.915492958,11,1
1,5,19,0,0,5,0.6111,1,0.4667,0,0,30.5,1.75,3,1
1,0,2,0,0,0,2,0,1,0,0,3,1,1,1
1,23,108,191,0,23,0.7994,1,0.1333,0,0,32.9,3.033333333,9,1
1,10,20,0,0,10,0.375,1,0.3667,0,0,17.2,1.4,3,1
0,7,12,1,0,7,0.5,1,0.5,0,0,16,1.666666667,2,1
0,4,6,1,0,4,0.5,1,0.5,0,0,8,1.666666667,2,1
1,2,5,0,0,2,0,1,0.75,0,0,8.5,1.5,2,1
0,11,14,1,0,11,2,0,0.6667,0,0,21.5,2,3,1
1,2,5,0,0,2,0,1,0.75,0,0,8.5,1.5,2,1
0,4,6,1,0,4,0.5,1,0.5,0,0,8,1.666666667,2,1
0,7,14,2,0,7,0.6667,1,0.5,0,0,10.25,1.25,2,1
1,4,7,0,0,4,0,1,0.75,0,0,11,1.5,2,1
0,7,14,2,0,7,0.6667,1,0.5,0,0,10.25,1.25,2,1
1,7,9,0,0,7,0,1,0.75,0,0,18,2.5,3,2
0,9,17,0,0,9,0.5,1,0.5,0,0,25.6667,2,4,1
1,2,5,0,0,2,0,1,0.75,0,0,8.5,1.5,2,1
1,3,20,0,0,3,0,1,0.6667,0,0,47,4,4,4
0,9,16,2,0,9,0.6667,1,0.5,0,0,13,1.5,2,1
0,9,16,2,0,9,0.6667,1,0.5,0,0,13,1.5,2,1
0,9,15,2,0,9,0.75,1,0.5,0,0,14,2,4,1
1,20,44,38,0,20,0.8052,1,0.2159,0,0,14.75,1.416666667,3,1
0,11,22,2,0,11,0.6667,1,0.5,0,0,26.25,1.25,2,1
1,18,66,34,0,18,0.7381,1,0.213,0,0,49.6154,1.923076923,3,1
0,12,19,2,0,12,0.6667,1,0.5,0,0,20.25,2,4,1
1,6,6,0,0,6,0,0.6667,0.625,0,0,24,3,4,2
0,6,11,1,0,6,0.5,1,0.5,0,0,13.6667,1.666666667,2,1
0,4,6,1,0,4,0.5,1,0.5,0,0,7,1.333333333,2,1
0,4,6,1,0,4,0.5,1,0.5,0,0,7,1.333333333,2,1
0,4,6,1,0,4,0.5,1,0.5,0,0,7,1.333333333,2,1
0,4,6,1,0,4,0.5,1,0.5,0,0,7,1.333333333,2,1
0,4,6,1,0,4,0.5,1,0.5,0,0,8,1.333333333,2,1
0,4,6,1,0,4,0.5,1,0.5,0,0,8.3333,1.333333333,2,1
0,4,6,1,0,4,0.5,1,0.5,0,0,7,1.333333333,2,1
0,5,6,1,0,5,0.5,1,0.5,0,0,6.3333,1.333333333,2,1
0,10,14,2,0,10,0.6667,1,0.5,0,0,16.75,1.75,3,1
1,11,16,0,0,11,0,1,0.6667,0,0,43,1,1,1
0,4,4,1,0,4,0.5,1,0.5,0,0,4,1.333333333,2,1
0,9,16,2,0,9,0.6667,1,0.5,0,0,15.25,1.75,3,1
1,2,5,0,0,2,0,1,0.75,0,0,8.5,1.5,2,1
0,9,16,2,0,9,0.6667,1,0.5,0,0,15.25,1.75,3,1
1,2,5,0,0,2,0,1,0.75,0,0,8.5,1.5,2,1
0,8,12,0,0,8,0.3333,1,0.35,0,0,8.5,1.25,2,1
0,8,12,0,0,8,0.3333,1,0.35,0,0,8.5,1.25,2,1
0,5,7,3,0,5,1,1,0.5,0,0,5.6667,1.333333333,2,1
0,5,7,1,0,5,0.5,1,0.5,0,0,7.3333,1.333333333,2,1
0,6,7,1,0,6,0.5,1,0.5,0,0,7,1,1,1
0,5,7,3,0,5,1,1,0.5,0,0,4.3333,1,1,1
0,5,7,1,0,5,0.5,1,0.5,0,0,7.3333,1.333333333,2,1
0,9,12,4,0,9,0.6667,1,0.4444,0,0,6.5,1.25,2,1
0,2,8,0,0,2,0.5,1,0.5333,0,0,12.6667,2,3,1
0,7,12,1,0,7,0.5,1,0.5,0,0,14.6667,1.666666667,2,1
1,2,5,0,0,2,0,1,0.75,0,0,9,1.5,2,1
0,7,12,1,0,7,0.5,1,0.5,0,0,14.6667,1.666666667,2,1
1,2,5,0,0,2,0,1,0.75,0,0,8.5,1.5,2,1
0,10,13,1,0,10,0.5,1,0.5,0,0,13,1.333333333,2,1
0,6,6,1,0,6,0.5,1,0.5,0,0,4.3333,1,1,1
0,11,25,2,0,11,0.625,1,0.4375,0,0,22.6,1.8,3,1
0,4,6,0,0,4,0,1,0.625,0,0,10.5,1,1,1
1,2,5,0,0,2,0,1,0.75,0,0,8.5,1.5,2,1
0,9,18,0,0,9,0.5,1,0.5,0,0,26.3333,2,4,1
0,14,21,2,0,14,0.8333,1,0.35,0,0,16.8,1.8,5,1
1,7,8,0,0,7,0,1,0.6667,0,0,22,2.5,3,2
0,5,7,1,0,5,0.5,1,0.5,0,0,7.3333,1.333333333,2,1
0,5,6,1,0,5,0.5,1,0.5,0,0,6,1.333333333,2,1
1,4,8,1,0,4,0,1,0.6667,0,0,13,1.666666667,2,1
0,9,19,2,0,9,0.6667,1,0.5,0,0,17,1.5,2,1
1,4,7,0,0,4,0,1,0.6667,0,0,18.5,2,3,1
0,7,12,1,0,7,0.5,1,0.5,0,0,14.3333,1.333333333,2,1
1,4,15,0,0,4,0,1,0.75,0,0,24,1.5,2,1
0,10,16,0,0,10,0.8,0.8,0.3,0,0,12.5,1.333333333,2,1
0,4,6,1,0,4,0.5,1,0.5,0,0,8,1.666666667,2,1
0,4,6,1,0,4,0.5,1,0.5,0,0,8.3333,1.666666667,2,1
0,2,8,0,0,2,0.5,1,0.5333,0,0,12.6667,2,3,1
0,7,11,1,0,7,1,1,0.5,0,0,13,2,3,1
1,2,5,0,0,2,0.5,1,0.5556,0,0,9.6667,1,1,1
1,1,5,6,0,1,2,0,0.75,0,0,1.75,1,1,1
1,2,4,3,0,2,2,0,0.8333,0,0,1.6667,1,1,1
2,3,8,4,0,3,0.6667,1,0.5833,0,0,8.25,1.5,3,1
1,2,5,0,0,2,0.5,1,0.5556,0,0,9.6667,1,1,1
1,3,11,45,0,3,2,0,0.6,0,0,1.2,1,1,1
2,1,5,1,0,1,0.5,1,0.6667,0,0,6.6667,1.333333333,2,1
1,4,17,28,0,4,0.875,1,0.6875,0,0,6,1.333333333,2,1
5,5,23,2,0,5,0.6,0.2,0.8333,0,0,48.5,1,1,1
1,10,29,92,0,10,0.8125,1,0.2083,0,0,6.1765,1,1,1
5,12,69,52,0,12,0.75,1,0.25,0,0,26.6923,1.692307692,5,1
0,5,11,9,0,5,0.8,1,1,0,0,4.8333,1.166666667,2,1
0,10,36,2,0,10,0.8,1,0.5,0,0,29.4,1.2,2,1
0,30,97,344,0,30,0.8929,1,0.1429,0,0,16.4828,1.137931034,2,1
5,39,108,240,0,39,0.8816,1,0.1173,2,9,25.069,1.517241379,3,1
1,15,12,0,0,15,0.4444,1,0.3,0,0,14.25,1,1,1
1,29,78,56,0,29,0.8392,1,0.1393,0,0,34.4,2.5,11,1
1,1,14,0,0,1,0,1,0.5,0,0,12,1.5,3,1
0,5,29,36,0,5,2,0,0.3611,0,0,13,1.444444444,4,1
3,3,34,0,0,3,0.7344,1,0.2813,1,5,9.2941,1.529411765,4,1
1,28,122,96,0,28,0.7714,1,0.1611,0,0,28.1905,1.80952381,5,1
6,7,60,14,0,7,0.9167,0.3333,0.3214,0,0,56.5,1.125,2,1
1,1,25,50,0,1,0.8,1,0.3542,1,1,8.75,1.5,4,1
1,3,28,13,0,3,0.7381,1,0.2917,0,0,17.1429,1.428571429,2,1
5,42,197,1047,0,42,0.9287,1,0.0981,1,1,22.1111,2.055555556,17,1
5,45,173,1526,0,45,0.8308,1,0.0824,0,0,17.4412,1.852941176,10,1
0,6,22,43,0,6,0.75,1,0.4333,0,0,5.7273,1.181818182,2,1
4,0,12,1,0,0,1.5,1,1,1,4,30,3,4,1
1,8,19,0,0,8,0.5,1,0.5556,0,0,27.6667,1.333333333,2,1
1,12,36,2,0,12,0.6563,1,0.3333,0,0,16,1.222222222,3,1
5,3,22,0,0,3,0.6667,0.3333,1,3,8,70,1,1,1
5,25,140,578,0,25,0.8914,1,0.1369,3,10,27.8649,2.540540541,10,1
1,2,4,3,0,2,2,0,0.8333,0,0,1.6667,1,1,1
6,8,41,9,0,8,0.5333,0.6667,0.2667,2,2,47.6667,3,5,1
1,1,4,0,0,1,0.5,1,0.5556,0,0,5,1,1,1
2,1,5,1,0,1,0.5,1,0.6667,0,0,6.6667,1.333333333,2,1
2,14,63,56,0,14,0.8409,1,0.2273,0,0,27.3333,3,11,1
2,7,30,53,0,7,0.8791,1,0.2381,1,2,8.7857,1.357142857,3,1
5,64,196,853,0,64,0.8979,1,0.0956,2,9,17.7419,1.741935484,12,1
1,10,43,0,0,10,0.55,1,0.3,0,0,23.7778,2.555555556,5,1
1,15,41,3,0,15,0.6429,1,0.2708,0,0,36.4286,1.428571429,4,1
1,18,45,10,0,18,0.5714,1,0.3469,0,0,51.375,1.625,4,1
1,14,31,0,0,14,0.5,1,0.5,0,0,31.75,1.5,3,1
0,5,4,0,0,5,0,1,0.625,0,0,7.5,1,1,1
1,8,15,3,0,8,2,0,0.5833,0,0,19.3333,1,1,1
1,10,15,0,0,10,0,0,0.6,0,0,32.5,1,1,1
1,15,32,0,0,15,0.5,1,0.5,0,0,29,1,1,1
1,12,34,4,0,12,0.3333,1,0.4667,0,0,41.75,1.5,3,1
1,12,19,0,0,12,0.3333,1,0.4,0,0,23.75,1,1,1
1,14,32,0,0,14,0.5,1,0.5,0,0,35,1,1,1
0,5,4,0,0,5,0,1,0.625,0,0,7.5,1,1,1
1,9,17,1,0,9,2,0,0.6667,0,0,31.5,1,1,1
0,14,26,28,0,14,0.6875,1,0.875,0,0,9.2222,1.111111111,2,1
1,12,30,33,0,12,0.7778,1,0.4074,0,0,9.6,1.2,3,1
0,18,40,35,0,18,0.8,1,0.3611,0,0,18.1,1.3,3,1
5,4,19,17,0,4,0.5833,1,0.4286,0,0,10.4286,1.285714286,2,1
0,10,27,41,0,10,0.85,1,0.4333,0,0,11.8182,1.545454545,3,1
0,7,10,4,0,7,0.5,1,1,0,0,4.2,1,1,1
0,15,39,80,0,15,0.8476,1,0.219,0,0,14.5,1.125,2,1
4,0,55,14,0,0,0.7273,1,0.2708,2,3,32.3333,1.666666667,3,1
0,9,14,4,0,9,0.5,1,1,0,0,6.8,1,1,1
0,9,12,4,0,9,0.5,1,1,0,0,6,1,1,1
0,8,12,4,0,8,0.5,1,1,0,0,4.6,1,1,1
0,9,14,4,0,9,0.5,1,1,0,0,6.8,1,1,1
0,10,17,4,0,10,0.5,1,1,0,0,8.4,1,1,1
0,9,14,4,0,9,0.5,1,1,0,0,6.8,1,1,1
0,8,12,4,0,8,0.5,1,1,0,0,4.6,1,1,1
0,9,14,4,0,9,0.5,1,1,0,0,6.8,1,1,1
0,9,14,4,0,9,0.5,1,1,0,0,6.8,1,1,1
0,9,14,4,0,9,0.5,1,1,0,0,7.2,1,1,1
0,9,14,4,0,9,0.5,1,1,0,0,6.8,1,1,1
0,4,6,3,0,4,2,0,0.6667,0,0,3.6667,1,1,1
0,9,13,4,0,9,0.5,1,1,0,0,5,1,1,1
0,4,6,3,0,4,2,0,0.6667,0,0,3.6667,1,1,1
0,9,13,2,0,9,0.625,1,1,0,0,10.8,1,1,1
0,9,13,2,0,9,0.625,1,1,0,0,18.4,1,1,1
0,35,112,157,0,35,0.8667,0.875,0.1229,0,0,18.4839,1.161290323,3,1
0,5,6,6,0,5,2,0,0.5,0,0,2.75,1,1,1
0,10,21,22,0,10,0.7143,1,0.4286,0,0,10,1,1,1
0,5,6,6,0,5,2,0,0.5,0,0,2.75,1,1,1
0,13,20,2,0,13,0.625,1,1,0,0,20.8,1,1,1
0,9,13,4,0,9,0.5,1,1,0,0,9.2,1,1,1
0,10,23,4,0,10,0.5,1,1,0,0,13.8,1,1,1
0,13,17,4,0,13,0.5,1,1,0,0,8.4,1,1,1
0,9,13,2,0,9,0.625,1,1,0,0,10,1,1,1
0,9,13,4,0,9,0.5,1,1,0,0,5,1,1,1
1,0,18,0,0,0,0.5714,0.5,0.25,1,1,18.125,1.75,5,1
1,9,12,2,0,9,0.7778,1,0.5,0,0,21,1.5,2,1
2,6,26,14,0,6,0.7778,0.5556,0.2449,1,1,24.875,2,6,1
5,6,22,4,0,6,0.3333,1,0.6667,0,0,21.25,1.25,2,1
5,3,18,0,0,3,0.7619,0.2857,0.6667,0,0,105.25,1.75,4,1
1,16,34,9,0,16,0.5556,1,0.2698,0,0,21.4,1.8,3,1
2,1,8,6,0,1,0.85,0.4,0.4167,1,1,11.4,1,1,1
1,34,84,28,0,34,1.0714,0.5,0.2321,0,0,51.375,2.625,7,1
1,2,18,0,0,2,0.25,1,0.2857,1,1,13.5714,1.857142857,6,1
1,40,153,343,0,40,0.7022,1,0.1335,0,0,23.3143,1.485714286,4,1
1,5,9,0,0,5,0.5,1,0.36,0,0,9.2,1,1,1
0,9,41,11,0,9,0.95,1,0.32,0,0,30.5,1.333333333,2,1
1,5,27,0,0,5,0.25,1,0.2615,0,0,17.8462,2.615384615,5,1
5,4,31,2,0,4,0.75,0.0909,0.5625,0,0,95.6,1,1,1
0,5,16,28,0,5,2,0,0.3542,0,0,12.5,2.375,7,1
1,0,12,0,0,0,0.7,1,0.5714,0,0,15,2,6,1
1,7,59,85,0,7,0.8393,1,0.1869,0,0,14.5909,1.409090909,4,1
6,1,2,0,0,1,2,0,1,0,0,3,1,1,1
2,0,11,0,0,0,0.25,1,0.6667,0,0,57.3333,2.666666667,4,1
5,1,12,1,0,1,0,1,0.5,0,0,23.6667,2.333333333,4,1
0,11,33,62,0,11,0.85,1,0.2418,0,0,11.4615,1.230769231,2,1
1,2,11,34,0,2,0.875,1,0.25,0,0,2.6667,1,1,1
1,4,29,13,0,4,0.9722,1,0.2857,0,0,18,1.714285714,4,1
2,4,14,21,0,4,0.8444,0.6,0.3611,1,1,7.1,1.2,2,1
1,11,45,41,0,11,0.675,1,0.3571,0,0,22.3636,1.636363636,5,1
0,6,21,15,0,6,0.3333,1,0.3571,0,0,22.7143,2.714285714,9,1
1,4,35,44,0,4,0.6632,1,0.2429,0,0,12.15,1.3,3,1
1,7,11,6,0,7,2,0,0.375,0,0,13.75,7.75,14,1
0,6,24,15,0,6,0.3333,1,0.3571,0,0,22.5714,2.714285714,9,1
1,2,32,0,0,2,0.7417,1,0.275,0,0,23.5625,1.3125,2,1
1,0,3,0,0,0,0,1,0.75,0,0,4.5,1,1,1
1,8,33,0,0,8,0.5833,0.6667,0.3111,0,0,76,3.2,8,1
1,2,24,8,0,2,0.1429,1,0.3542,0,0,36.75,2.625,5,1
0,6,15,4,0,6,0.25,1,0.3667,0,0,16.8,2.6,9,1
0,6,26,15,0,6,0.3333,1,0.3571,0,0,42.8571,3.571428571,9,1
1,3,4,3,0,3,2,0,0.5556,0,0,1.6667,1,1,1
1,17,49,72,0,17,0.7048,1,0.2143,0,0,14.5,1.8125,4,1
1,2,5,6,0,2,2,0,0.75,0,0,1.5,1,1,1
1,8,24,5,0,8,0.6111,1,0.3714,0,0,22.4286,2,3,1
1,0,11,0,0,0,0.75,0.25,0.5,1,1,28,3.333333333,7,1
1,3,19,3,0,3,0.7143,0.7143,0.6111,0,0,238,23.71428571,156,1
4,0,2,0,0,0,2,0,1,0,0,3,1,1,1
1,13,164,1127,0,13,0.7394,1,0.1273,0,0,96.8559,3.342342342,14,1
1,0,3,1,0,0,2,0,0.5,0,0,2,1,1,1
2,22,75,259,0,22,0.9058,0.95,0.1966,1,1,31.8889,3.074074074,21,1
1,0,2,0,0,0,2,0,1,0,0,3,1,1,1
1,1,16,51,0,1,0.8462,0.4,0.5385,0,0,6.2857,1.357142857,3,1
1,3,23,6,0,3,0.7167,0.9333,0.2917,0,0,245.6667,15.88888889,90,1
1,0,2,0,0,0,2,0,1,0,0,12,1,1,1
1,0,2,0,0,0,2,0,1,0,0,3,1,1,1
0,5,36,20,0,5,0.6842,1,0.39,0,0,17.85,2.45,10,1
0,7,27,10,0,7,0.6667,1,0.4688,0,0,16.625,1.75,4,1
