Class Complexity,Number of Graphs,Mean Nodes,Sd Nodes,Sum Nodes,Min Nodes,Max Nodes,Mean Edges,Sd Edges,Sum Edges,Min Edges,Max Edges,Mean Radius,Sd Radius,Sum Radius,Min Radius,Max Radius,Mean Diameter,Sd Diameter,Sum Diameter,Min Diameter,Max Diameter,Mean CenterSize,Sd CenterSize,Sum CenterSize,Min CenterSize,Max CenterSize,Mean PeripherySize,Sd PeripherySize,Sum PeripherySize,Min PeripherySize,Max PeripherySize,Mean AvrShortestPath,Sd AvrShortestPath,Sum AvrShortestPath,Min AvrShortestPath,Max AvrShortestPath,Mean EigenLargestLap,Sd EigenLargestLap,Sum EigenLargestLap,Min EigenLargestLap,Max EigenLargestLap,Mean EigenSecondLargestLap,Sd EigenSecondLargestLap,Sum EigenSecondLargestLap,Min EigenSecondLargestLap,Max EigenSecondLargestLap,Mean AlgebraicConnectivity,Sd AlgebraicConnectivity,Sum AlgebraicConnectivity,Min AlgebraicConnectivity,Max AlgebraicConnectivity,Mean EigenSmallestNonZeroLap,Sd EigenSmallestNonZeroLap,Sum EigenSmallestNonZeroLap,Min EigenSmallestNonZeroLap,Max EigenSmallestNonZeroLap,Mean EigenGapLap,Sd EigenGapLap,Sum EigenGapLap,Min EigenGapLap,Max EigenGapLap,Mean EigenLargestAdj,Sd EigenLargestAdj,Sum EigenLargestAdj,Min EigenLargestAdj,Max EigenLargestAdj,Mean EigenSecondLargestAdj,Sd EigenSecondLargestAdj,Sum EigenSecondLargestAdj,Min EigenSecondLargestAdj,Max EigenSecondLargestAdj,Mean EigenSmallestAdj,Sd EigenSmallestAdj,Sum EigenSmallestAdj,Min EigenSmallestAdj,Max EigenSmallestAdj,Mean EigenSecondSmallestAdj,Sd EigenSecondSmallestAdj,Sum EigenSecondSmallestAdj,Min EigenSecondSmallestAdj,Max EigenSecondSmallestAdj,Mean EigenGapAdj,Sd EigenGapAdj,Sum EigenGapAdj,Min EigenGapAdj,Max EigenGapAdj,Mean EigenStdDevAdj,Sd EigenStdDevAdj,Sum EigenStdDevAdj,Min EigenStdDevAdj,Max EigenStdDevAdj,Mean Energy,Sd Energy,Sum Energy,Min Energy,Max Energy,Mean NodeMean,Sd NodeMean,Sum NodeMean,Min NodeMean,Max NodeMean,Mean NodeMedian,Sd NodeMedian,Sum NodeMedian,Min NodeMedian,Max NodeMedian,Mean NodeStDev,Sd NodeStDev,Sum NodeStDev,Min NodeStDev,Max NodeStDev,Mean MaxDegree,Sd MaxDegree,Sum MaxDegree,Min MaxDegree,Max MaxDegree,Mean MinDegree,Sd MinDegree,Sum MinDegree,Min MinDegree,Max MinDegree,Mean Density,Sd Density,Sum Density,Min Density,Max Density,Mean EdgeConnectivity,Sd EdgeConnectivity,Sum EdgeConnectivity,Min EdgeConnectivity,Max EdgeConnectivity,Mean AvrNodeConnectivity,Sd AvrNodeConnectivity,Sum AvrNodeConnectivity,Min AvrNodeConnectivity,Max AvrNodeConnectivity,Mean ClusteringCoef,Sd ClusteringCoef,Sum ClusteringCoef,Min ClusteringCoef,Max ClusteringCoef,Mean Transitivity,Sd Transitivity,Sum Transitivity,Min Transitivity,Max Transitivity
0.5,4,338,516.2744748,1352,25,1108,366,512.3052475,1464,25,1119,59,80.55226047,236,8,179,103.5,140.4409722,414,16,312,6.75,6.652067348,27,1,13,5,4.242640687,20,2,11,40.42901366,58.1556452,161.7160546,6.013333333,127.0404384,28.0151657,46.66082868,112.0606628,3.997513842,98.00043196,4.710449929,0.706640065,18.84179972,3.990061551,5.634431274,0.011535423,0.016825015,0.046141694,6.69645E-05,0.036377497,0.011535423,0.016825015,0.046141694,6.69645E-05,0.036377497,23.30471577,46.04162366,93.21886308,0.007452292,92.36600069,4.372074206,4.376654058,17.48829682,1.997590912,10.9329061,2.118946691,0.146425183,8.475786763,1.990369453,2.258332829,-3.862288738,3.35792311,-15.44915495,-8.893764225,-1.997590912,-2.122989494,0.150764417,-8.491957974,-2.258332829,-1.990369453,2.253127515,4.298811263,9.012510061,0.007221459,8.700405916,1.526002708,0.199423127,6.104010831,1.414213562,1.82456358,1.296728865,0.063644861,5.186915458,1.257078066,1.391324266,2.323950468,0.656172133,9.295801872,1.968253968,3.307692308,2.25,0.5,9,2,3,2.081701457,3.662529414,8.326805827,0.168856018,7.572970086,26.5,47.00709166,106,2,97,1,0,4,1,1,0.034560984,0.034800054,0.138243937,0.001824621,0.083333333,1,0,4,1,1,1.620258299,0.617155509,6.481033195,1,2.326716294,0.098591767,0.197183535,0.39436707,0,0.39436707,0.014732143,0.029464286,0.058928571,0,0.058928571
0.5,2,112,145.6639969,224,9,215,121,159.8061325,242,8,234,12.5,12.02081528,25,4,21,25,24.04163056,50,8,42,1,0,2,1,1,2,0,4,2,2,6.905266971,5.051476994,13.81053394,3.333333333,10.47720061,12.46600841,12.14331894,24.93201682,3.879385242,21.05263158,12.29236022,12.38889453,24.58472044,3.532088886,21.05263156,0.061984163,0.082916184,0.123968325,0.003353567,0.120614758,0.061984163,0.082916184,0.123968325,0.003353567,0.120614758,0.17364819,0.245575591,0.34729638,2.43556E-08,0.347296355,3.245278918,1.899523412,6.490557836,1.902113033,4.588444803,3.103102697,2.100204309,6.206205395,1.618033989,4.588171406,-3.245247594,1.899479113,-6.490495188,-4.588382155,-1.902113033,-3.103134043,2.100248639,-6.206268087,-4.588234098,-1.618033989,0.142176221,0.200680897,0.284352441,0.000273397,0.284079044,1.446518015,0.045685394,2.893036029,1.414213562,1.478822467,1.222661654,0.059153703,2.445323309,1.18083367,1.264489639,1.977260982,0.282111853,3.954521964,1.777777778,2.176744186,2,0,4,2,2,1.090061113,0.917969645,2.180122226,0.440958552,1.739163674,11,12.72792206,22,2,20,1,0,2,1,1,0.116196962,0.149942361,0.232393924,0.010171702,0.222222222,1,0,2,1,1,1.366333406,0.518073671,2.732666812,1,1.732666812,0,0,0,0,0,0,0,0,0,0
0.5,2,42,32.52691193,84,19,65,68,70.71067812,136,18,118,7.5,2.121320344,15,6,9,13.5,6.363961031,27,9,18,3.5,3.535533906,7,1,6,2,0,4,2,2,4.795352564,2.646437783,9.590705128,2.924038462,6.666666667,28.48692748,34.668321,56.97385496,3.972722607,53.00113235,5.6112985,2.431972175,11.222597,3.891634483,7.330962517,0.045660131,0.025997117,0.091320262,0.027277393,0.064042869,0.045660131,0.025997117,0.091320262,0.027277393,0.064042869,22.87562898,32.23634882,45.75125796,0.081088123,45.67016983,5.151571135,4.491817274,10.30314227,1.975376681,8.327765589,2.150937332,0.351890699,4.301874665,1.902113033,2.399761632,-4.133062621,3.051428719,-8.266125241,-6.29074856,-1.975376681,-2.226322166,0.458500953,-4.452644332,-2.550531299,-1.902113033,3.000633803,4.139926574,6.001267606,0.073263649,5.928003957,1.66725,0.357847561,3.334499999,1.414213562,1.920286437,1.340478904,0.153084131,2.680957809,1.232232077,1.448725731,2.762753036,1.227560274,5.525506073,1.894736842,3.630769231,2.5,0.707106781,5,2,3,3.222789072,4.111807979,6.445578145,0.315301768,6.130276377,27,35.35533906,54,2,52,1,0,2,1,1,0.080996964,0.034317581,0.161993927,0.056730769,0.105263158,1,0,2,1,1,1.595432692,0.842068989,3.190865385,1,2.190865385,0.251589512,0.355801299,0.503179023,0,0.503179023,0.052544613,0.074309305,0.105089227,0,0.105089227
0.5,2,43,50.91168825,86,7,79,64.5,82.7314934,129,6,123,9.5,9.192388155,19,3,16,18.5,17.67766953,37,6,31,1.5,0.707106781,3,1,2,2,0,4,2,2,4.808503733,3.029015027,9.617007465,2.666666667,6.950340798,25.90166351,31.25373191,51.80332701,3.801937736,48.00138928,4.373489634,1.593125763,8.746979268,3.246979604,5.499999664,0.103630681,0.133546425,0.207261362,0.009199098,0.198062264,0.103630681,0.133546425,0.207261362,0.009199098,0.198062264,21.52817387,29.66060615,43.05634775,0.554958132,42.50138961,4.871401113,4.276075592,9.742802227,1.847759065,7.895043161,1.73864064,0.458809173,3.477281279,1.414213562,2.063067717,-3.915756151,2.924589526,-7.831512302,-5.983753237,-1.847759065,-1.766989086,0.49889993,-3.533978173,-2.11976461,-1.414213562,3.132760474,3.81726642,6.265520947,0.433545503,5.831975445,1.595060349,0.255755978,3.190120698,1.414213562,1.775907135,1.268219552,0.166242396,2.536439103,1.150668426,1.385770677,2.414104882,0.989693759,4.828209765,1.714285714,3.113924051,2.5,0.707106781,5,2,3,2.76184365,3.215771188,5.5236873,0.487950036,5.035737264,24.5,31.81980515,49,2,47,1,0,2,1,1,0.162818194,0.173801319,0.325636389,0.039922103,0.285714286,1,0,2,1,1,1.182570594,0.25819381,2.365141188,1,1.365141188,0.191191739,0.270385951,0.382383478,0,0.382383478,0.054043235,0.076428675,0.108086469,0,0.108086469
0.5,2,43,50.91168825,86,7,79,64.5,82.7314934,129,6,123,9.5,9.192388155,19,3,16,18.5,17.67766953,37,6,31,1.5,0.707106781,3,1,2,2,0,4,2,2,4.808503733,3.029015027,9.617007465,2.666666667,6.950340798,25.90166351,31.25373191,51.80332701,3.801937736,48.00138928,4.373489634,1.593125763,8.746979268,3.246979604,5.499999664,0.103630681,0.133546425,0.207261362,0.009199098,0.198062264,0.103630681,0.133546425,0.207261362,0.009199098,0.198062264,21.52817387,29.66060615,43.05634775,0.554958132,42.50138961,4.871401113,4.276075592,9.742802227,1.847759065,7.895043161,1.73864064,0.458809173,3.477281279,1.414213562,2.063067717,-3.915756151,2.924589526,-7.831512302,-5.983753237,-1.847759065,-1.766989086,0.49889993,-3.533978173,-2.11976461,-1.414213562,3.132760474,3.81726642,6.265520947,0.433545503,5.831975445,1.595060349,0.255755978,3.190120698,1.414213562,1.775907135,1.268219552,0.166242396,2.536439103,1.150668426,1.385770677,2.414104882,0.989693759,4.828209765,1.714285714,3.113924051,2.5,0.707106781,5,2,3,2.76184365,3.215771188,5.5236873,0.487950036,5.035737264,24.5,31.81980515,49,2,47,1,0,2,1,1,0.162818194,0.173801319,0.325636389,0.039922103,0.285714286,1,0,2,1,1,1.182570594,0.25819381,2.365141188,1,1.365141188,0.191191739,0.270385951,0.382383478,0,0.382383478,0.054043235,0.076428675,0.108086469,0,0.108086469
0.5,2,107,131.5218613,214,14,200,112.5,140.7142495,225,13,212,13,8.485281374,26,7,19,22,12.72792206,44,13,31,5.5,4.949747468,11,2,9,2.5,0.707106781,5,2,3,8.819170854,5.401123219,17.63834171,5,12.63834171,9.529287274,7.890507626,19.05857455,3.949855824,15.10871872,4.228351878,0.603040663,8.456703755,3.801937736,4.654766019,0.030573958,0.027676468,0.061147915,0.01100374,0.050144176,0.030573958,0.027676468,0.061147915,0.01100374,0.050144176,5.300935396,7.287466964,10.60187079,0.147918089,10.4539527,2.947629975,1.401959082,5.89525995,1.956295201,3.938964748,2.025934224,0.281206904,4.051868448,1.827090915,2.224777533,-2.942231427,1.394324382,-5.884462855,-3.928167653,-1.956295201,-2.025858796,0.281100232,-4.051717592,-2.224626676,-1.827090915,0.921695751,1.120752177,1.843391501,0.129204286,1.714187215,1.436944651,0.032146614,2.873889303,1.414213562,1.45967574,1.256457106,0.046149326,2.512914212,1.223824605,1.289089607,1.988571429,0.185868068,3.977142857,1.857142857,2.12,2,0,4,2,2,0.625850754,0.371534033,1.251701508,0.36313652,0.888564988,8,8.485281374,16,2,14,1,0,2,1,1,0.076755205,0.093482258,0.153510409,0.010653266,0.142857143,1,0,2,1,1,1.475552764,0.672533168,2.951105528,1,1.951105528,0,0,0,0,0,0,0,0,0,0
0.5,2,122.5,139.3000359,245,24,221,127,147.0782105,254,23,231,30,25.45584412,60,12,48,43,28.28427125,86,23,63,29,38.18376618,58,2,56,2,0,4,2,2,16.03065268,10.88565341,32.06130536,8.333333333,23.72797203,6.609153129,3.714097327,13.21830626,3.982889723,9.235416534,5.613867317,2.378729365,11.22773463,3.931851653,7.295882982,0.00958574,0.010641303,0.01917148,0.002061203,0.017110277,0.00958574,0.010641303,0.01917148,0.002061203,0.017110277,0.995285811,1.335367962,1.990571623,0.05103807,1.939533552,2.553577453,0.805179735,5.107154906,1.984229403,3.122925503,2.344752423,0.576413791,4.689504846,1.937166322,2.752338524,-2.553575102,0.805176409,-5.107150203,-3.1229208,-1.984229403,-2.344757157,0.576420487,-4.689514314,-2.752347992,-1.937166322,0.20882503,0.228765943,0.41765006,0.04706308,0.37058698,1.431675618,0.024695077,2.863351237,1.414213562,1.449137675,1.266123522,0.031526492,2.532247044,1.243830926,1.288416118,2.003582202,0.122917129,4.007164404,1.916666667,2.090497738,2,0,4,2,2,0.411244975,0.182313517,0.822489951,0.282329851,0.540160099,5,4.242640687,10,2,8,1,0,2,1,1,0.046417798,0.052206451,0.092835596,0.009502262,0.083333333,1,0,2,1,1,1.46896339,0.663214386,2.937926779,1,1.937926779,0,0,0,0,0,0,0,0,0,0
0.5,2,23.5,13.43502884,47,14,33,29,22.627417,58,13,45,7,0,14,7,7,11,2.828427125,22,9,13,4,2.828427125,8,2,6,8,8.485281374,16,2,14,4.803977273,0.277217999,9.607954545,4.607954545,5,8.486554567,6.41586089,16.97310913,3.949855824,13.02325331,4.653520637,1.204320089,9.307041275,3.801937736,5.505103539,0.068678875,0.026212024,0.137357751,0.050144176,0.087213575,0.068678875,0.026212024,0.137357751,0.050144176,0.087213575,3.833033929,5.211540801,7.666067858,0.147918089,7.51814977,3.276079354,1.866456648,6.552158709,1.956295201,4.595863507,2.024185763,0.278734207,4.048371527,1.827090915,2.221280612,-2.384906007,0.606147215,-4.769812015,-2.813516813,-1.956295201,-2.024590274,0.279306271,-4.049180548,-2.222089632,-1.827090915,1.251893591,1.587722441,2.503787182,0.129204286,2.374582896,1.545632273,0.185854123,3.091264545,1.414213562,1.677050983,1.312158359,0.124922794,2.624316719,1.223824605,1.400492114,2.292207792,0.615274732,4.584415584,1.857142857,2.727272727,2,0,4,2,2,1.076630472,1.009032824,2.153260944,0.36313652,1.790124424,7,7.071067812,14,2,12,1,0,2,1,1,0.114042208,0.040750472,0.228084416,0.085227273,0.142857143,1,0,2,1,1,1.517045455,0.731212694,3.034090909,1,2.034090909,0.101010101,0.142849855,0.202020202,0,0.202020202,0.127906977,0.180887781,0.255813953,0,0.255813953
0.5,4,52.75,34.27705744,211,7,81,80.25,64.76817634,321,6,137,10.25,5.737304826,41,3,17,20.5,11.47460965,82,6,34,1,0,4,1,1,2,0,8,2,2,5.855550951,4.256396182,23.4222038,2.666666667,12.1294686,31.18582144,30.97767749,124.7432857,3.801937736,59.00090816,4.920993778,1.453683844,19.68397511,3.246979604,6.605941192,0.061740915,0.091111377,0.246963662,0.007565174,0.198062264,0.061740915,0.091111377,0.246963662,0.007565174,0.198062264,26.26482766,29.67966577,105.0593106,0.554958132,53.49455144,5.366640327,3.766539001,21.46656131,1.847759065,8.675554699,1.956881066,0.387118532,7.827524265,1.414213562,2.314704173,-4.335786927,2.667449624,-17.34314771,-6.712536087,-1.847759065,-1.999057572,0.435438188,-7.996230287,-2.454699051,-1.414213562,3.409759261,3.461676015,13.63903704,0.393987555,6.55563574,1.639628013,0.251401781,6.558512053,1.414213562,1.863782233,1.309482819,0.126009971,5.237931276,1.150668426,1.414402411,2.631393298,0.901798696,10.52557319,1.714285714,3.428571429,2.5,0.577350269,10,2,3,3.283011867,3.298858112,13.13204747,0.365148372,6.173669697,29.75,31.47882886,119,2,58,1,0,4,1,1,0.104388866,0.120889641,0.417555463,0.042283951,0.285714286,1,0,4,1,1,1.341463046,0.388768948,5.365852185,1,1.684894053,0.230412617,0.266060589,0.921650467,0,0.462377017,0.047275244,0.054617443,0.189100976,0,0.09671848
0.5,4,69.5,42.74342055,278,32,108,116,93.56637573,464,34,200,9,2.309401077,36,7,11,17.5,5.196152423,70,13,22,1.5,0.577350269,6,1,2,2,0,8,2,2,5.432600296,3.012350217,21.73040118,2.813430253,8.102822581,50.56922907,50.74352116,202.2769163,6.167837921,96.00033603,5.137768734,0.418583175,20.55107494,4.75487218,5.499977107,0.02161669,0.003002237,0.08646676,0.0190001,0.024245158,0.02161669,0.003002237,0.08646676,0.0190001,0.024245158,45.43146034,50.32528783,181.7258413,1.412965741,90.50035893,6.985957781,4.293596044,27.94383113,3.144894182,10.78029822,2.019979576,0.08956466,8.079918304,1.940846023,2.097958484,-5.473595172,3.780147279,-21.89438069,-8.823283917,-2.141535433,-2.041162282,0.091839894,-8.164649126,-2.119880465,-1.946245612,4.965978205,4.204040692,19.86391282,1.204048158,8.682339734,1.711514042,0.255286839,6.846056168,1.481063262,1.933472978,1.348989265,0.070544859,5.395957059,1.281840794,1.410196822,2.926439995,0.892927228,11.70575998,2.125,3.703703704,2.5,0.577350269,10,2,3,4.786027871,4.630520523,19.14411149,0.707106781,8.878472609,49.5,50.82322304,198,5,95,1,0,4,1,1,0.051718849,0.019225667,0.206875394,0.034614053,0.068548387,1,0,4,1,1,1.407483174,0.436895406,5.629932695,1.024193548,1.788681205,0.327448667,0.285374579,1.309794668,0.071875,0.575810142,0.134228791,0.086948117,0.536915164,0.058638083,0.222222222
0.5,2,75.5,96.87362902,151,7,144,130.5,176.0695885,261,6,255,9.5,9.192388155,19,3,16,18.5,17.67766953,37,6,31,1.5,0.707106781,3,1,2,2,0,4,2,2,4.094065657,2.01864701,8.188131313,2.666666667,5.521464646,57.9011327,76.50781524,115.8022654,3.801937736,112.0003277,4.546001012,1.837093694,9.092002024,3.246979604,5.84502242,0.10159891,0.136419784,0.20319782,0.005135556,0.198062264,0.10159891,0.136419784,0.20319782,0.005135556,0.198062264,53.35513169,74.67072154,106.7102634,0.554958132,106.1553053,6.723634394,6.895529018,13.44726879,1.847759065,11.59950972,1.833796088,0.593379298,3.667592175,1.414213562,2.253378613,-5.714923398,5.468996247,-11.4298468,-9.582087731,-1.847759065,-1.842684486,0.605949391,-3.685368972,-2.271155409,-1.414213562,4.889838306,6.30214972,9.779676612,0.433545503,9.346131109,1.651356955,0.335371403,3.302713911,1.414213562,1.888500349,1.272996354,0.172997814,2.545992708,1.150668426,1.395324282,2.62797619,1.292153463,5.255952381,1.714285714,3.541666667,2.5,0.707106781,5,2,3,4.76156883,6.043809658,9.52313766,0.487950036,9.035187623,56.5,77.07463915,113,2,111,1,0,2,1,1,0.155240593,0.184517666,0.310481185,0.0247669,0.285714286,1,0,2,1,1,1.344599845,0.487337774,2.689199689,1,1.689199689,0.247748885,0.350369834,0.49549777,0,0.49549777,0.025905937,0.036636527,0.051811874,0,0.051811874
0.444444444,9,89.55555556,48.36608086,806,11,183,100.4444444,51.13489785,904,10,189,24.11111111,12.03582615,217,5,49,47.77777778,24.09241467,430,10,98,1.444444444,0.527046277,13,1,2,2.666666667,1,24,2,5,16.2075122,8.345009031,145.8676098,4,32.64612983,11.690254,13.32082734,105.212286,3.918985947,46.00204701,5.707398386,1.629570593,51.36658547,3.682507066,8.075619881,0.012232282,0.02585399,0.110090535,0.000795338,0.081014053,0.012232282,0.02585399,0.110090535,0.000795338,0.081014053,5.982855614,13.08871157,53.84570053,0.009956915,40.50211945,3.563541221,1.838525305,32.07187099,1.931851653,7.751887891,2.591526681,0.731372865,23.32374013,1.732050808,3.612012108,-2.851559373,1.171914944,-25.66403436,-5.847965837,-1.931851653,-2.18210182,0.188441037,-19.63891638,-2.331943548,-1.732050808,0.97201454,1.752459982,8.748130857,0.008842741,5.572977974,1.507605227,0.102096257,13.56844704,1.414213562,1.714285714,1.302053148,0.053741476,11.71847833,1.199228021,1.372877691,2.238316457,0.332811108,20.14484811,1.818181818,2.909090909,2.111111111,0.333333333,19,2,3,1.067065158,1.304915806,9.603586424,0.21952852,4.312040355,10.22222222,13.58103252,92,2,45,1,0,9,1,1,0.043822526,0.052573117,0.394402736,0.011349306,0.181818182,1,0,9,1,1,1.223695076,0.153791846,11.01325568,1,1.419023599,0.076818302,0.103193655,0.691364714,0,0.284950515,0.089726376,0.113101405,0.807537387,0,0.239361702
0.428571429,7,65,48.28733443,455,6,152,84.85714286,62.30951926,594,5,169,13.71428571,7.521398046,96,3,27,26.57142857,15.14218327,186,5,53,1.714285714,0.487950036,12,1,2,2.428571429,0.786795792,17,2,4,8.6577879,6.255154991,60.6045153,2.333333333,20.20494946,22.10509068,24.71655763,154.7356348,3.732050808,68.00067883,4.97590909,1.407005723,34.83136363,3,7.406733252,0.050669512,0.096254331,0.354686586,0.002848978,0.267949192,0.050669512,0.096254331,0.354686586,0.002848978,0.267949192,17.12918159,23.42367113,119.9042711,0.023514697,60.59394558,4.482963946,3.101591652,31.38074762,1.801937736,9.301093749,2.035747693,0.384620598,14.25023385,1.246979604,2.478089334,-3.635777495,2.088561678,-25.45044246,-7.241568185,-1.801937736,-2.072923056,0.418579815,-14.51046139,-2.621194308,-1.246979604,2.447216253,2.886780146,17.13051377,0.040386974,6.823004415,1.590803096,0.206112298,11.13562167,1.414213562,1.847739542,1.3150378,0.098868918,9.205264598,1.164653069,1.412430009,2.480371533,0.714312799,17.36260073,1.666666667,3.38,2.428571429,0.534522484,17,2,3,2.311422982,2.564123022,16.17996088,0.264906471,6.461666295,20.71428571,25.0447219,145,2,67,1,0,7,1,1,0.08669634,0.110640918,0.60687438,0.013855002,0.333333333,1,0,7,1,1,1.442951607,0.355408784,10.10066125,1,1.788776577,0.165087039,0.206724753,1.155609276,0,0.421978743,0.053505699,0.069818723,0.374539896,0,0.147013783
0.428571429,7,120.8571429,82.38411775,846,38,260,133.5714286,94.97693956,935,38,274,27,17.12697677,189,15,64,53.71428571,34.43212785,376,29,128,1.285714286,0.487950036,9,1,2,2.428571429,0.786795792,17,2,4,18.29383926,10.89826434,128.0568748,9.913229018,40.88990456,9.047110794,6.742059981,63.32977556,4.509365837,23.92781793,7.376451844,6.109529658,51.63516291,4.249345593,21.05263158,0.005038802,0.00409011,0.035271617,0.000461163,0.011202029,0.005038802,0.00409011,0.035271617,0.000461163,0.011202029,1.67065895,1.144300765,11.69461265,0.023929478,2.875186354,3.498317049,2.368816428,24.48821934,2.141125816,8.815658307,2.294416817,0.301564844,16.06091772,1.988566273,2.666546913,-3.225424116,1.675566776,-22.57796881,-6.950903226,-2.141125816,-2.290323707,0.295734307,-16.03226595,-2.652683047,-1.988566273,1.203900232,2.265515545,8.427301623,0.042143274,6.315853327,1.473540159,0.075363122,10.31478111,1.431782106,1.642459868,1.286869947,0.026530319,9.008089627,1.259797492,1.33752681,2.148705621,0.240321418,15.04093935,2,2.682080925,2,0,14,2,2,0.763938791,0.827842936,5.34757154,0.328797975,2.634205289,7.428571429,6.214422549,52,3,21,1,0,7,1,1,0.027483206,0.018235579,0.192382444,0.008137808,0.054054054,1,0,7,1,1,1.210987798,0.128471471,8.476914586,1.08428446,1.403215832,0.009637844,0.025499337,0.067464905,0,0.067464905,0.024750326,0.065483207,0.17325228,0,0.17325228
0.428571429,7,93.71428571,106.0482819,656,8,302,233.7142857,312.4541109,1636,7,825,11.85714286,10.97616465,83,4,35,23,21.78684618,161,7,69,11.57142857,23.28702888,81,1,64,2.285714286,0.755928946,16,2,4,6.848818519,7.50530392,47.94172963,2.592388307,23.61272061,58.69757227,77.20788289,410.8830059,3.847759065,194.0001625,49.33427551,62.18323285,345.3399286,3.414213562,152.99351,0.061379184,0.064787141,0.42965429,0.001829096,0.152240935,0.061379184,0.064787141,0.42965429,0.001829096,0.152240935,9.363296761,15.88179401,65.54307732,0.202415462,41.00665253,9.14951529,9.456319001,64.04660703,1.879385242,23.47223391,2.853165793,1.804296107,19.97216055,1.532088886,5.878085493,-7.660652689,7.506109808,-53.62456882,-19.65046317,-1.879385242,-2.460153603,1.176686217,-17.22107522,-4.734787901,-1.532088886,6.296349497,7.782582334,44.07444648,0.171294997,17.59414842,1.823875884,0.506264837,12.76713119,1.414213562,2.555470287,1.335042446,0.14105343,9.345297121,1.189692621,1.521254486,3.437359186,2.027257277,24.0615143,1.75,6.5,3.142857143,1.463850109,22,2,5,6.093768884,7.469294822,42.65638219,0.227921153,16.26739798,57.71428571,78.43832882,404,2,195,1,0,7,1,1,0.111299352,0.103238091,0.779095461,0.018151416,0.25,1,0,7,1,1,1.671425483,0.831144649,11.69997838,1,2.809339952,0.241266043,0.315567822,1.6888623,0,0.747859602,0.033183139,0.042687116,0.232281976,0,0.091442994
0.428571429,7,88.71428571,73.51805739,621,29,215,124.5714286,144.3882003,872,28,432,22,11.76151918,154,7,38,42.85714286,24.39554995,300,9,76,2.571428571,2.878491669,18,1,9,2.428571429,0.786795792,17,2,4,13.66570281,8.182024335,95.6599197,3.887394958,26.87703823,28.86152054,55.06477887,202.0306438,3.988275914,153.0001749,9.193340728,12.25986388,64.3533851,3.953241111,36.97754653,0.014034434,0.022420163,0.098241035,0.001244506,0.06380848,0.014034434,0.022420163,0.098241035,0.001244506,0.06380848,19.66817981,42.87350333,137.6772587,0.009468046,116.0226284,4.751867318,4.714536783,33.26307123,1.989043791,15.05845954,2.866606908,2.000886968,20.06624835,1.956295201,7.392479362,-3.742578247,3.34454709,-26.19804773,-11.21609328,-1.989043791,-2.703482465,1.607179383,-18.92437726,-6.336034188,-1.956295201,1.885260411,2.84238688,13.19682288,0.032748589,7.665980179,1.574268986,0.226676828,11.0198829,1.414213562,2.008155508,1.32026884,0.071508419,9.24188188,1.246974944,1.42106062,2.478299441,0.774854377,17.34809609,1.931034483,4.018604651,2.285714286,0.487950036,16,2,3,2.276833609,3.875120927,15.93783527,0.257880715,10.77378386,27.71428571,56.03782736,194,2,154,1,0,7,1,1,0.044736105,0.02843441,0.313152734,0.012851406,0.08907563,1,0,7,1,1,1.293798407,0.317500943,9.056588851,1,1.863865546,0.12967836,0.200412826,0.90774852,0,0.482669786,0.065742006,0.093819529,0.460194041,0,0.20610687
0.41025641,39,58.51282051,76.42294771,2282,4,367,137.5128205,219.8455046,5363,3,1091,7.41025641,5.087228326,289,2,28,14.33333333,10.2272426,559,3,55,2.102564103,2.751027289,82,1,18,2,0,78,2,2,4.04063585,2.3944612,157.5847982,1.666666667,15.14033681,44.36660766,68.66309855,1730.297699,3.414213562,334.0000916,37.66533042,63.79562392,1468.947886,2,319.0000912,0.135192938,0.172868725,5.272524601,0.003411701,0.585786438,0.135192938,0.172868725,5.272524601,0.003411701,0.585786438,6.701277235,7.628854563,261.3498122,0.066516041,24.01554485,6.960975194,7.004136294,271.4780326,1.618033989,27.44654343,2.454938074,1.461630913,95.74258487,0.618033989,7.123000873,-5.517137116,5.415599199,-215.1683475,-23.50921386,-1.618033989,-2.012100627,0.959980713,-78.47192444,-5.280349624,-0.618033989,4.50603712,5.692464892,175.7354477,0.060656937,20.32354255,1.726274479,0.400439939,67.32470469,1.414213562,2.441108139,1.298268985,0.15619487,50.63249041,1.092820323,1.549735033,2.968632718,1.587625208,115.776676,1.5,5.945504087,2.653846154,0.960768923,103.5,1.5,4,4.659741025,6.068280855,181.7299,0.300792604,23.9032036,43.66666667,69.68022197,1703,2,335,1,0,39,1,1,0.171419932,0.151112595,6.685377351,0.016244547,0.5,1,0,39,1,1,1.581655014,0.77726629,61.68454556,1,3.121543753,0.237489853,0.301285857,9.262104248,0,0.739254797,0.046948577,0.065708773,1.830994521,0,0.215294118
